gene	pDN	pGOF	pLOF	pDN_missing	pGOF_missing	pLOF_missing	pfam_family	is_singleton_family_badonyi	pDN_familyresid	pGOF_familyresid	pLOF_familyresid	pDN_familyresid_missing	pGOF_familyresid_missing	pLOF_familyresid_missing
RAB3GAP2	0.309661	0.299045	0.754861	0.0	0.0	0.0	PF14656	1	0.0	0.0	0.0	1.0	1.0	1.0
RAD21	0.307418	0.207793	0.782223	0.0	0.0	0.0	PF04824	1	0.0	0.0	0.0	1.0	1.0	1.0
RAD51	0.768267	0.444063	0.294661	0.0	0.0	0.0	PF14520	0	0.04352350000000005	0.04744999999999999	-0.028396000000000032	0.0	0.0	0.0
RAD51C	0.63186	0.455046	0.400387	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RAD51D	0.738867	0.522142	0.314408	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RAF1	0.497301	0.508391	0.717757	0.0	0.0	0.0	PF00130	0	-0.05763633333333329	-0.1099405	0.19365149999999998	0.0	0.0	0.0
RAG1	0.668032	0.389904	0.517707	0.0	0.0	0.0	PF12940	1	0.0	0.0	0.0	1.0	1.0	1.0
RAG2	0.61992	0.529373	0.457008	0.0	0.0	0.0	PF03089	1	0.0	0.0	0.0	1.0	1.0	1.0
RAI1	0.226428	0.184067	0.87385	0.0	0.0	0.0	PF13771	0	0.03868699999999997	0.02487133333333333	0.015852666666666626	0.0	0.0	0.0
RALGAPA1	0.365111	0.485831	0.691382	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RAPSN	0.769666	0.755082	0.205473	0.0	0.0	0.0	PF10579	1	0.0	0.0	0.0	1.0	1.0	1.0
RARB	0.289855	0.324422	0.824919	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RARS1	0.669536	0.631806	0.325697	0.0	0.0	0.0	PF03485	1	0.0	0.0	0.0	1.0	1.0	1.0
RARS2	0.677731	0.618868	0.285516	0.0	0.0	0.0	PF05746	1	0.0	0.0	0.0	1.0	1.0	1.0
RASA1	0.383447	0.507508	0.697292	0.0	0.0	0.0	PF00168	0	-0.17717528571428576	-0.07185764285714291	0.22038142857142862	0.0	0.0	0.0
RASGRP1	0.475079	0.609503	0.58386	0.0	0.0	0.0	PF00130	0	-0.07985833333333331	-0.008828500000000017	0.059754500000000044	0.0	0.0	0.0
RASGRP2	0.591623	0.68287	0.364846	0.0	0.0	0.0	PF00130	0	0.03668566666666673	0.06453849999999994	-0.1592595	0.0	0.0	0.0
RAX	0.715777	0.477136	0.556499	0.0	0.0	0.0	PF00046	0	0.11798488235294113	0.0671964705882353	-0.10153082352941178	0.0	0.0	0.0
RAX2	0.757064	0.658163	0.449165	0.0	0.0	0.0	PF00046	0	0.1592718823529411	0.24822347058823535	-0.20886482352941177	0.0	0.0	0.0
RB1	0.288656	0.248996	0.783263	0.0	0.0	0.0	PF11934	1	0.0	0.0	0.0	1.0	1.0	1.0
RBCK1	0.541598	0.663784	0.300379	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RBM10	0.237321	0.290144	0.830412	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RBM28	0.709763	0.483402	0.339322	0.0	0.0	0.0	PF00076	0	0.24405150000000003	0.07211116666666667	-0.3215216666666667	0.0	0.0	0.0
RBM8A	0.544429	0.39989	0.593139	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RBP3	0.737894	0.710107	0.249422	0.0	0.0	0.0	PF03572	1	0.0	0.0	0.0	1.0	1.0	1.0
RBP4	0.03136	0.499707	0.279747	0.0	0.0	0.0	PF00061	1	0.0	0.0	0.0	1.0	1.0	1.0
RCBTB1	0.703381	0.643282	0.319059	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RD3	0.667598	0.785914	0.359214	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RDH12	0.766791	0.558373	0.280215	0.0	0.0	0.0	PF00106	0	0.015217875000000047	-0.04429875000000005	0.023229	0.0	0.0	0.0
RDH5	0.790963	0.623085	0.246813	0.0	0.0	0.0	PF00106	0	0.03938987500000002	0.02041324999999994	-0.010172999999999988	0.0	0.0	0.0
RECQL4	0.565035	0.455356	0.427906	0.0	0.0	0.0	PF00270	0	0.004649624999999991	0.03747437499999995	-0.060170500000000016	0.0	0.0	0.0
REEP6	0.776266	0.773541	0.265432	0.0	0.0	0.0	PF03134	1	0.0	0.0	0.0	1.0	1.0	1.0
RELN	0.321594	0.382804	0.710767	0.0	0.0	0.0	PF07974	0	-0.1858256666666666	-0.18543199999999999	0.20455466666666666	0.0	0.0	0.0
RERE	0.157019	0.148468	0.913998	0.0	0.0	0.0	PF03154	1	0.0	0.0	0.0	1.0	1.0	1.0
RET	0.443886	0.614501	0.551271	0.0	0.0	0.0	PF00028	0	-0.15468257142857145	-0.03506857142857145	0.05538099999999996	0.0	0.0	0.0
RETREG1	0.604692	0.598885	0.331991	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RFT1	0.666637	0.624161	0.332406	0.0	0.0	0.0	PF04506	1	0.0	0.0	0.0	1.0	1.0	1.0
RFWD3	0.607032	0.377489	0.395063	0.0	0.0	0.0	PF23419	1	0.0	0.0	0.0	1.0	1.0	1.0
RFX3	0.309038	0.326506	0.770813	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RFX6	0.639527	0.422519	0.435552	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RFXANK	0.661772	0.758099	0.24969	0.0	0.0	0.0	PF00023	0	0.10299018181818187	0.09624027272727254	-0.189109	0.0	0.0	0.0
RGS9	0.741284	0.75309	0.352449	0.0	0.0	0.0	PF00610	1	0.0	0.0	0.0	1.0	1.0	1.0
RGS9BP	0.673897	0.584218	0.307477	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RHBDF2	0.684478	0.703206	0.353508	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RHO	0.798854	0.813015	0.20987	0.0	0.0	0.0	PF00001	0	0.08372475000000001	0.06107024999999999	-0.10978900000000003	0.0	0.0	0.0
RIMS2	0.493365	0.517887	0.756766	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RIN2	0.664695	0.600734	0.337242	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RINT1	0.583993	0.581033	0.304115	0.0	0.0	0.0	PF04437	1	0.0	0.0	0.0	1.0	1.0	1.0
RIPK4	0.675951	0.736569	0.332592	0.0	0.0	0.0	PF12796	0	0.14789445454545458	0.15822227272727274	-0.18376954545454538	0.0	0.0	0.0
RIT1	0.806469	0.717044	0.315896	0.0	0.0	0.0	PF00071	0	0.09316830769230766	-0.013959846153846045	-0.09429630769230773	0.0	0.0	0.0
RLBP1	0.589932	0.701497	0.20912	0.0	0.0	0.0	PF00650	0	-0.045359999999999956	-0.012830499999999967	0.005881999999999998	0.0	0.0	0.0
RMRP	0.622559	0.560552	0.372742	1.0	1.0	1.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RNASEH1	0.74425	0.432223	0.324449	0.0	0.0	0.0	PF01693	1	0.0	0.0	0.0	1.0	1.0	1.0
RNASEH2A	0.638219	0.454639	0.296177	0.0	0.0	0.0	PF01351	1	0.0	0.0	0.0	1.0	1.0	1.0
RNASEH2B	0.51396	0.093039	0.501188	0.0	0.0	0.0	PF09468	1	0.0	0.0	0.0	1.0	1.0	1.0
RNASEH2C	0.528274	0.323817	0.402748	0.0	0.0	0.0	PF08615	1	0.0	0.0	0.0	1.0	1.0	1.0
RNASET2	0.528104	0.474734	0.266628	0.0	0.0	0.0	PF00445	1	0.0	0.0	0.0	1.0	1.0	1.0
RNF13	0.651825	0.685504	0.29121	0.0	0.0	0.0	PF02225	0	0.0008549999999999391	0.03947299999999998	0.003088000000000035	0.0	0.0	0.0
RNPC3	0.539617	0.417022	0.4815	0.0	0.0	0.0	PF00076	0	0.07390550000000001	0.005731166666666676	-0.17934366666666673	0.0	0.0	0.0
RNU4-2	0.622559	0.560552	0.372742	1.0	1.0	1.0		1	0.0	0.0	0.0	1.0	1.0	1.0
ROBO3	0.763528	0.730908	0.369086	0.0	0.0	0.0	PF00041	0	0.12919510000000012	0.05692850000000005	-0.06656419999999996	0.0	0.0	0.0
ROBO4	0.762088	0.778662	0.34261	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
ROGDI	0.565043	0.581263	0.515756	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
ROR1	0.445722	0.518882	0.627243	0.0	0.0	0.0	PF01392	0	-0.205664	-0.15064833333333338	0.23842566666666665	0.0	0.0	0.0
ROR2	0.765624	0.744057	0.26239	0.0	0.0	0.0	PF01392	0	0.11423799999999995	0.07452666666666663	-0.12642733333333334	0.0	0.0	0.0
RORA	0.515488	0.395763	0.57105	0.0	0.0	0.0	PF00104	0	0.049045461538461455	0.007081461538461564	-0.07504453846153836	0.0	0.0	0.0
RP1	0.695702	0.704253	0.356938	0.0	0.0	0.0	PF03607	0	0.07424875000000009	0.13032600000000005	-0.08638400000000002	0.0	0.0	0.0
RP1L1	0.546974	0.55968	0.392693	0.0	0.0	0.0	PF03607	0	-0.07447925	-0.01424700000000001	-0.05062899999999998	0.0	0.0	0.0
RP2	0.262219	0.235154	0.646067	0.0	0.0	0.0	PF07986	1	0.0	0.0	0.0	1.0	1.0	1.0
RPE65	0.559894	0.647711	0.405427	0.0	0.0	0.0	PF03055	1	0.0	0.0	0.0	1.0	1.0	1.0
RPGR	0.472603	0.472737	0.635263	0.0	0.0	0.0	PF25390	1	0.0	0.0	0.0	1.0	1.0	1.0
RPGRIP1	0.651626	0.612824	0.335206	0.0	0.0	0.0	PF00168	0	0.0910037142857143	0.033458357142857165	-0.1417045714285714	0.0	0.0	0.0
RPGRIP1L	0.52502	0.519616	0.47775	0.0	0.0	0.0	PF00168	0	-0.0356022857142857	-0.059749642857142904	0.0008394285714286021	0.0	0.0	0.0
RPIA	0.669311	0.515572	0.409203	0.0	0.0	0.0	PF06026	1	0.0	0.0	0.0	1.0	1.0	1.0
RPL11	0.309688	0.167768	0.798447	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RPS17	0.642133	0.248061	0.517023	0.0	0.0	0.0	PF00833	1	0.0	0.0	0.0	1.0	1.0	1.0
RPS19	0.408297	0.197523	0.743818	0.0	0.0	0.0	PF01090	1	0.0	0.0	0.0	1.0	1.0	1.0
RPS24	0.388467	0.204421	0.750716	0.0	0.0	0.0	PF01282	1	0.0	0.0	0.0	1.0	1.0	1.0
RPS26	0.343343	0.168426	0.851683	0.0	0.0	0.0	PF01283	1	0.0	0.0	0.0	1.0	1.0	1.0
RPS6KA3	0.370005	0.515766	0.711184	0.0	0.0	0.0	PF00069	0	-0.19029320833333335	-0.06534337499999998	0.1935872500000001	0.0	0.0	0.0
RRAS	0.776159	0.775333	0.288822	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RRAS2	0.581237	0.660269	0.558241	0.0	0.0	0.0	PF00071	0	-0.13206369230769233	-0.07073484615384606	0.14804869230769224	0.0	0.0	0.0
RRM2B	0.817956	0.758948	0.177491	0.0	0.0	0.0	PF00268	1	0.0	0.0	0.0	1.0	1.0	1.0
RS1	0.347933	0.509325	0.618598	0.0	0.0	0.0	PF00754	0	-0.15422050000000004	-0.058380499999999946	0.1726045	0.0	0.0	0.0
RSPH1	0.737068	0.633919	0.277302	0.0	0.0	0.0	PF02493	1	0.0	0.0	0.0	1.0	1.0	1.0
RSPH3	0.772713	0.664785	0.324821	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RSPO2	0.671215	0.536159	0.352604	0.0	0.0	0.0	PF15913	0	0.016849000000000003	0.0021880000000000788	-0.035538000000000014	0.0	0.0	0.0
RSPO4	0.637517	0.531783	0.42368	0.0	0.0	0.0	PF15913	0	-0.016849000000000003	-0.0021879999999999677	0.035538000000000014	0.0	0.0	0.0
RSPRY1	0.279474	0.46381	0.675194	0.0	0.0	0.0	PF00622	1	0.0	0.0	0.0	1.0	1.0	1.0
RSRC1	0.731259	0.636627	0.486582	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RTEL1	0.669865	0.512441	0.305773	0.0	0.0	0.0	PF23109	1	0.0	0.0	0.0	1.0	1.0	1.0
RTN4IP1	0.789883	0.663824	0.25579	0.0	0.0	0.0	PF08240	0	-0.005186000000000024	0.018226499999999923	-0.007430499999999951	0.0	0.0	0.0
RUNX1	0.518223	0.315402	0.769436	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
RUNX2	0.521305	0.265867	0.818092	0.0	0.0	0.0	PF00853	1	0.0	0.0	0.0	1.0	1.0	1.0
RXYLT1	0.609381	0.445026	0.353345	0.0	0.0	0.0	PF24785	1	0.0	0.0	0.0	1.0	1.0	1.0
RYR1	0.646242	0.679835	0.359712	0.0	0.0	0.0	PF08709	0	0.11564050000000003	0.030389999999999917	-0.13993649999999996	0.0	0.0	0.0
RYR2	0.450529	0.549727	0.634794	0.0	0.0	0.0	PF13499	0	-0.21427380000000001	-0.13294839999999997	0.21058679999999996	0.0	0.0	0.0
SACS	0.663103	0.507257	0.304193	0.0	0.0	0.0	PF05168	1	0.0	0.0	0.0	1.0	1.0	1.0
SAG	0.581678	0.508887	0.501519	0.0	0.0	0.0	PF02752	1	0.0	0.0	0.0	1.0	1.0	1.0
SALL1	0.32559	0.233527	0.833778	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
SALL4	0.280792	0.230723	0.849076	0.0	0.0	0.0	PF00096	0	-0.10531213333333339	-0.03828133333333328	0.04344786666666656	0.0	0.0	0.0
SAMD11	0.576396	0.468978	0.626679	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
SAMD9	0.530133	0.493227	0.34777	0.0	0.0	0.0	PF00536	1	0.0	0.0	0.0	1.0	1.0	1.0
SAMHD1	0.631778	0.618772	0.297371	0.0	0.0	0.0	PF01966	1	0.0	0.0	0.0	1.0	1.0	1.0
SAR1B	0.787822	0.731725	0.245596	0.0	0.0	0.0	PF00025	0	0.0020260000000000833	0.004179500000000003	-0.006932999999999995	0.0	0.0	0.0
SARS2	0.644101	0.473865	0.301712	0.0	0.0	0.0	PF00587	1	0.0	0.0	0.0	1.0	1.0	1.0
SASS6	0.712422	0.509136	0.347749	0.0	0.0	0.0	PF16531	1	0.0	0.0	0.0	1.0	1.0	1.0
SATB2	0.157054	0.237732	0.88411	0.0	0.0	0.0	PF02376	1	0.0	0.0	0.0	1.0	1.0	1.0
SBDS	0.677831	0.388167	0.361013	0.0	0.0	0.0	PF20268	1	0.0	0.0	0.0	1.0	1.0	1.0
SBF2	0.594672	0.485321	0.39903	0.0	0.0	0.0	PF02141	1	0.0	0.0	0.0	1.0	1.0	1.0
SCAF4	0.208883	0.261369	0.868725	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
SCAPER	0.554609	0.494442	0.460203	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
SCARB2	0.609615	0.620683	0.204249	0.0	0.0	0.0	PF01130	0	-0.010300500000000046	0.02359600000000006	-0.03528899999999999	0.0	0.0	0.0
SCARF2	0.328673	0.595532	0.730327	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
SCN10A	0.724885	0.798372	0.284635	0.0	0.0	0.0	PF00520	0	0.035593312500000085	-0.0023033749999999964	-0.11429699999999998	0.0	0.0	0.0
SCN11A	0.829961	0.792012	0.167161	0.0	0.0	0.0	PF00520	0	0.14066931250000003	-0.008663374999999918	-0.231771	0.0	0.0	0.0
SCN1A	0.535847	0.789524	0.528688	0.0	0.0	0.0	PF00520	0	-0.15344468749999995	-0.011151374999999963	0.12975600000000004	0.0	0.0	0.0
SCN2A	0.567214	0.803409	0.50843	0.0	0.0	0.0	PF00520	0	-0.12207768749999992	0.002733625000000073	0.10949800000000004	0.0	0.0	0.0
SCN3A	0.564326	0.740865	0.518974	0.0	0.0	0.0	PF00520	0	-0.12496568749999992	-0.05981037499999997	0.12004200000000004	0.0	0.0	0.0
SCN4A	0.822263	0.877848	0.177397	0.0	0.0	0.0	PF00520	0	0.13297131250000005	0.077172625	-0.221535	0.0	0.0	0.0
SCN5A	0.671781	0.805618	0.381594	0.0	0.0	0.0	PF00520	0	-0.017510687499999955	0.004942624999999978	-0.01733800000000002	0.0	0.0	0.0
SCN8A	0.534086	0.766483	0.528874	0.0	0.0	0.0	PF00520	0	-0.15520568749999997	-0.03419237499999994	0.12994199999999995	0.0	0.0	0.0
SCN9A	0.834453	0.873024	0.188068	0.0	0.0	0.0	PF00520	0	0.14516131250000008	0.07234862500000006	-0.210864	0.0	0.0	0.0
SCO1	0.743571	0.59868	0.273241	0.0	0.0	0.0	PF02630	0	0.045519499999999935	-0.006605000000000083	-0.04057499999999997	0.0	0.0	0.0
SCO2	0.652532	0.61189	0.354391	0.0	0.0	0.0	PF02630	0	-0.045519500000000046	0.006604999999999972	0.04057500000000003	0.0	0.0	0.0
SCUBE3	0.426485	0.4913	0.648821	0.0	0.0	0.0	PF12662	0	-0.07141699999999995	-0.03797642857142852	0.10791928571428566	0.0	0.0	0.0
SCYL1	0.634101	0.58825	0.35436	0.0	0.0	0.0	PF00069	0	0.0738027916666667	0.007140625000000123	-0.16323674999999993	0.0	0.0	0.0
SDCCAG8	0.697222	0.604329	0.338428	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
SDHA	0.720834	0.559398	0.348299	0.0	0.0	0.0	PF00890	1	0.0	0.0	0.0	1.0	1.0	1.0
SDHB	0.772176	0.552881	0.344705	0.0	0.0	0.0	PF13085	1	0.0	0.0	0.0	1.0	1.0	1.0
SDHC	0.793907	0.629115	0.277519	0.0	0.0	0.0	PF01127	1	0.0	0.0	0.0	1.0	1.0	1.0
SDHD	0.750469	0.594065	0.296447	0.0	0.0	0.0	PF05328	1	0.0	0.0	0.0	1.0	1.0	1.0
SEC23A	0.636961	0.614459	0.336903	0.0	0.0	0.0	PF00626	0	0.08050433333333329	0.10148166666666669	-0.07577733333333331	0.0	0.0	0.0
SEC23B	0.45738	0.437438	0.500995	0.0	0.0	0.0	PF00626	0	-0.0990766666666667	-0.07553933333333329	0.08831466666666665	0.0	0.0	0.0
SEC24D	0.575029	0.487035	0.400143	0.0	0.0	0.0	PF00626	0	0.018572333333333302	-0.02594233333333329	-0.01253733333333329	0.0	0.0	0.0
SECISBP2	0.554215	0.394093	0.443937	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
SELENOI	0.687566	0.647073	0.308873	0.0	0.0	0.0	PF01066	1	0.0	0.0	0.0	1.0	1.0	1.0
SELENON	0.480892	0.631732	0.394346	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
SEMA3A	0.473024	0.430463	0.577239	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
SEPSECS	0.739612	0.341903	0.332195	0.0	0.0	0.0	PF05889	1	0.0	0.0	0.0	1.0	1.0	1.0
SERAC1	0.625524	0.595845	0.267217	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
SERPINA1	0.50381	0.709273	0.172629	0.0	0.0	0.0	PF00079	0	-0.06716566666666668	0.06653666666666658	-0.06584533333333331	0.0	0.0	0.0
SERPINB6	0.740199	0.626244	0.198053	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
SERPINH1	0.662727	0.574466	0.274028	0.0	0.0	0.0	PF00079	0	0.0917513333333333	-0.06827033333333343	0.03555366666666668	0.0	0.0	0.0
SET	0.37752	0.34947	0.630686	0.0	0.0	0.0	PF00956	1	0.0	0.0	0.0	1.0	1.0	1.0
SETBP1	0.20553	0.250054	0.900809	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
SETD1A	0.187753	0.267746	0.827827	0.0	0.0	0.0	PF11764	0	-0.021419999999999995	0.006035999999999986	0.00036199999999997345	0.0	0.0	0.0
SETD1B	0.230593	0.255674	0.827103	0.0	0.0	0.0	PF11764	0	0.021419999999999995	-0.006035999999999986	-0.00036199999999997345	0.0	0.0	0.0
SETD2	0.237596	0.21763	0.809045	0.0	0.0	0.0	PF17907	0	-0.0027480000000000004	-0.010303666666666683	-0.019358666666666524	0.0	0.0	0.0
SETD5	0.228254	0.20392	0.87803	0.0	0.0	0.0	PF00856	0	0.01195099999999999	0.021944999999999992	-0.0017975000000000074	0.0	0.0	0.0
SF3B4	0.392418	0.352742	0.809086	0.0	0.0	0.0	PF00076	0	-0.07329350000000001	-0.05854883333333333	0.14824233333333325	0.0	0.0	0.0
SFTPC	0.626718	0.555454	0.238527	0.0	0.0	0.0	PF04089	1	0.0	0.0	0.0	1.0	1.0	1.0
SGPL1	0.728342	0.552627	0.315298	0.0	0.0	0.0	PF00282	0	-0.004794666666666725	-0.07782666666666671	0.004578666666666675	0.0	0.0	0.0
SGSH	0.714709	0.628736	0.231	0.0	0.0	0.0	PF16347	1	0.0	0.0	0.0	1.0	1.0	1.0
SH2D1A	0.547813	0.754616	0.404854	0.0	0.0	0.0	PF00017	0	0.06911049999999996	0.1600554999999999	-0.12345774999999998	0.0	0.0	0.0
SH3PXD2B	0.712631	0.623625	0.388457	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
SHANK1	0.369637	0.533147	0.810633	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
SHANK2	0.644355	0.626574	0.503789	0.0	0.0	0.0	PF12796	0	0.11629845454545462	0.048227272727272674	-0.012572545454545336	0.0	0.0	0.0
SHANK3	0.361134	0.559728	0.816628	0.0	0.0	0.0	PF12796	0	-0.16692254545454538	-0.018618727272727287	0.30026645454545464	0.0	0.0	0.0
SHH	0.407929	0.435206	0.645993	0.0	0.0	0.0	PF01085	0	-0.10216899999999995	-0.04132649999999999	0.148737	0.0	0.0	0.0
SHOC2	0.315276	0.380791	0.813623	0.0	0.0	0.0	PF23598	1	0.0	0.0	0.0	1.0	1.0	1.0
SHOX	0.698704	0.424201	0.668275	0.0	0.0	0.0	PF00046	0	0.10091188235294113	0.014261470588235292	0.010245176470588202	0.0	0.0	0.0
SHROOM3	0.570932	0.485121	0.539334	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
SI	0.545058	0.553104	0.370607	0.0	0.0	0.0	PF13802	0	-0.016891999999999907	-0.047196000000000016	0.036482000000000014	0.0	0.0	0.0
SIGMAR1	0.545351	0.571945	0.325953	0.0	0.0	0.0	PF04622	1	0.0	0.0	0.0	1.0	1.0	1.0
SIK1	0.51878	0.612946	0.639202	0.0	0.0	0.0	PF00069	0	-0.041518208333333306	0.03183662500000006	0.12160525000000011	0.0	0.0	0.0
SIL1	0.691811	0.651008	0.23287	0.0	0.0	0.0	PF08609	1	0.0	0.0	0.0	1.0	1.0	1.0
SIM1	0.426621	0.364714	0.795864	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
SIN3A	0.232408	0.248369	0.849123	0.0	0.0	0.0	PF02671	1	0.0	0.0	0.0	1.0	1.0	1.0
SIX1	0.573788	0.484206	0.615411	0.0	0.0	0.0	PF05920	0	0.06748449999999995	0.14098975000000002	-0.10754399999999997	0.0	0.0	0.0
SIX3	0.310305	0.267628	0.827392	0.0	0.0	0.0	PF00046	0	-0.28748711764705887	-0.14231152941176473	0.16936217647058827	0.0	0.0	0.0
SIX6	0.627541	0.529267	0.506056	0.0	0.0	0.0	PF00046	0	0.029748882352941153	0.11932747058823534	-0.1519738235294118	0.0	0.0	0.0
SKIC2	0.640429	0.451664	0.342967	0.0	0.0	0.0	PF00270	0	0.08004362500000006	0.033782374999999976	-0.1451095	0.0	0.0	0.0
SKIC3	0.648046	0.62229	0.314905	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
SLC10A7	0.774083	0.706216	0.231731	0.0	0.0	0.0	PF13593	1	0.0	0.0	0.0	1.0	1.0	1.0
SLC12A1	0.770842	0.793325	0.219111	0.0	0.0	0.0	PF00324	0	0.1006233333333334	0.00700333333333325	-0.09151966666666667	0.0	0.0	0.0
SLC12A5	0.514222	0.750026	0.483219	0.0	0.0	0.0	PF00324	0	-0.15599666666666667	-0.036295666666666726	0.17258833333333334	0.0	0.0	0.0
SLC12A6	0.725592	0.815614	0.229562	0.0	0.0	0.0	PF00324	0	0.055373333333333385	0.029292333333333254	-0.08106866666666668	0.0	0.0	0.0
SLC13A5	0.8452	0.770199	0.176967	0.0	0.0	0.0	PF00939	1	0.0	0.0	0.0	1.0	1.0	1.0
SLC16A2	0.391419	0.69919	0.540019999999999	0.0	0.0	0.0	PF07690	0	-0.3229612499999999	0.007573250000000087	0.2711123749999991	0.0	0.0	0.0
SLC17A5	0.795924	0.713116	0.206861	0.0	0.0	0.0	PF07690	0	0.08154375000000003	0.02149925000000008	-0.06204662499999988	0.0	0.0	0.0
SLC19A3	0.799167	0.701848	0.203543	0.0	0.0	0.0	PF01770	1	0.0	0.0	0.0	1.0	1.0	1.0
SLC1A1	0.819122	0.838172	0.169306	0.0	0.0	0.0	PF00375	1	0.0	0.0	0.0	1.0	1.0	1.0
SLC22A5	0.756177	0.781915	0.223327	0.0	0.0	0.0	PF00083	0	0.019878750000000056	0.05430075000000001	-0.042028500000000024	0.0	0.0	0.0
SLC24A4	0.824053	0.809337	0.224232	0.0	0.0	0.0	PF01699	0	0.030644500000000074	0.03273899999999996	-0.014075000000000004	0.0	0.0	0.0
SLC24A5	0.762764	0.743859	0.252382	0.0	0.0	0.0	PF01699	0	-0.030644499999999963	-0.03273899999999996	0.014075000000000004	0.0	0.0	0.0
SLC25A1	0.835943	0.753282	0.286219	0.0	0.0	0.0	PF00153	0	0.048312142857142915	0.0495201428571429	-0.008836142857142792	0.0	0.0	0.0
SLC25A13	0.782236	0.808344	0.308735	0.0	0.0	0.0	PF00153	0	-0.005394857142857035	0.10458214285714285	0.013679857142857188	0.0	0.0	0.0
SLC25A15	0.785508	0.647938	0.286779	0.0	0.0	0.0	PF00153	0	-0.002122857142857093	-0.05582385714285709	-0.008276142857142788	0.0	0.0	0.0
SLC25A20	0.789176	0.67472	0.294723	0.0	0.0	0.0	PF00153	0	0.0015451428571429116	-0.02904185714285712	-0.0003321428571427809	0.0	0.0	0.0
SLC25A26	0.851418	0.715033	0.236827	0.0	0.0	0.0	PF00153	0	0.06378714285714293	0.011271142857142924	-0.058228142857142784	0.0	0.0	0.0
SLC25A38	0.808731	0.707986	0.266773	0.0	0.0	0.0	PF00153	0	0.0211001428571429	0.0042241428571428985	-0.02828214285714281	0.0	0.0	0.0
SLC25A42	0.74784	0.652618	0.38458	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
SLC25A46	0.660404	0.61903	0.38533	0.0	0.0	0.0	PF00153	0	-0.12722685714285709	-0.08473185714285714	0.09027485714285721	0.0	0.0	0.0
SLC26A2	0.782059	0.755044	0.249673	0.0	0.0	0.0	PF01740	1	0.0	0.0	0.0	1.0	1.0	1.0
SLC27A4	0.708058	0.66987	0.312953	0.0	0.0	0.0	PF00501	1	0.0	0.0	0.0	1.0	1.0	1.0
SLC2A1	0.602698	0.649949	0.410261	0.0	0.0	0.0	PF00083	0	-0.13360024999999998	-0.07766525000000002	0.14490549999999996	0.0	0.0	0.0
