gene	pfam_family	is_singleton_family	pLI	pLI_missing	pLI_familyresid	pLI_familyresid_missing	LOEUF	LOEUF_missing	LOEUF_familyresid	LOEUF_familyresid_missing	mis_z	mis_z_missing	mis_z_familyresid	mis_z_familyresid_missing	paralog_count	paralog_count_missing	paralog_count_familyresid	paralog_count_familyresid_missing	tissue_specificity_tau	tissue_specificity_tau_missing	tissue_specificity_tau_familyresid	tissue_specificity_tau_familyresid_missing	log_abundance_ppm	log_abundance_ppm_missing	log_abundance_ppm_familyresid	log_abundance_ppm_familyresid_missing	PPI_degree	PPI_degree_missing	PPI_degree_familyresid	PPI_degree_familyresid_missing	HI_score	HI_score_missing	HI_score_familyresid	HI_score_familyresid_missing	TS_score	TS_score_missing	TS_score_familyresid	TS_score_familyresid_missing
SIM1		0	1.0	0		1	0.332	0		1	1.0526	0		1	7	0		1	0.6	0		1	-1.0506099933550872	0		1		1		1	0	0		1	0	0		1
SIN3A	PF02671	1	1.0	0	0.0	0	0.14	0	0.0	0	5.1667	0	0.0	0	1	0	0.0	0	0.2	0	0.0	0	0.7227161674884949	0	0.0	0	24	0	0.0	0	3	0	0.0	0	0	0	0.0	0
SIX1	PF05920	0	0.25564	0	-0.5536475000000001	0	0.692	0	0.28300000000000003	0	1.0287	0	-1.533275	0	6	0	-5.25	0	0.6	0	0.2	0	-1.2596373105057561	0	-1.074473614490116	0	10	0	-4.333333333333334	0	0	0	-2.25	0	0	0	0.0	0
SIX3	PF00046	0	0.99311	0	0.5308480692086053	0	0.387	0	-0.43921875	0	1.5772	0	1.4419003125	0	6	0	-26.647058823529413	0	0.6	0	-0.055882352941176494	0	-0.5917600346881504	0	0.576371631138459	0	7	0	1.0	0	3	0	0.4615384615384617	0	0	0	0.0	0
SIX6	PF00046	0	0.0023883	0	-0.4598736307913947	0	0.921	0	0.09478125000000004	0	0.62234	0	0.4870403125	0	6	0	-26.647058823529413	0	0.8	0	0.14411764705882357	0	-0.22329881601158919	0	0.9448328498150202	0	7	0	1.0	0	0	0	-2.5384615384615383	0	0	0	0.0	0
SKIC2	PF00270	0		1		1		1		1		1		1	8	0	-8.25	0	0.2	0	-0.10000000000000003	0		1		1		1		1		1		1		1		1
SKIC3		0		1		1		1		1		1		1	0	0		1	0.2	0		1		1		1		1		1		1		1		1		1
SLC10A7	PF13593	1	1.9084e-05	0	0.0	0	0.966	0	0.0	0	2.0895	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	-1.744727494896694	0	0.0	0	22	0	0.0	0		1		1		1		1
SLC12A1	PF00324	0	1.4594e-17	0	-0.3369533333333334	0	0.971	0	0.3653333333333333	0	0.38536	0	-2.87676	0	8	0	0.0	0	0.8	0	0.2666666666666667	0	-0.27164621797877153	0	0.01847359398380466	0		1		1		1		1	0	0	0.0	0
SLC12A5	PF00324	0	1.0	0	0.6630466666666666	0	0.225	0	-0.3806666666666667	0	6.274	0	3.01188	0	8	0	0.0	0	0.6	0	0.06666666666666665	0	-0.22402566887063094	0	0.06609414309194525	0	3	0	-17.5	0		1		1		1		1
SLC12A6	PF00324	0	0.01086	0	-0.3260933333333334	0	0.621	0	0.01533333333333331	0	3.127	0	-0.13512000000000013	0	8	0	0.0	0	0.2	0	-0.3333333333333333	0	-0.37468754903832613	0	-0.08456773707574994	0	38	0	17.5	0		1		1		1		1
SLC13A5	PF00939	1	0.70034	0	0.0	0	0.549	0	0.0	0	1.5418	0	0.0	0	5	0	0.0	0	0.8	0	0.0	0	-1.537602002101044	0	0.0	0	1	0	0.0	0		1		1	0	0	0.0	0
SLC16A2	PF07690	0		1		1		1		1		1		1	13	0	6.0	0	0.6	0	0.025000000000000022	0	-0.9208187539523752	0	-0.05698642003200549	0	4	0	-9.428571428571429	0	3	0	0.0	0	0	0	0.0	0
SLC17A5	PF07690	0	1.1116e-09	0	-0.00015237452173377856	0	1.065	0	0.0475714285714286	0	1.1844	0	0.6453314285714286	0	12	0	5.0	0	0.8	0	0.2250000000000001	0	-0.9208187539523752	0	-0.05698642003200549	0	2	0	-11.428571428571429	0		1		1	0	0	0.0	0
SLC19A3	PF01770	1	1.2033e-07	0	0.0	0	0.968	0	0.0	0	0.51867	0	0.0	0	2	0	0.0	0	0.6	0	0.0	0	-1.537602002101044	0	0.0	0	1	0	0.0	0		1		1		1		1
SLC1A1	PF00375	1	1.3649e-08	0	0.0	0	1.043	0	0.0	0	-0.74611	0	0.0	0	6	0	0.0	0	0.6	0	0.0	0	-1.2006594505464183	0	0.0	0	33	0	0.0	0		1		1		1		1
SLC22A5	PF00083	0	8.4286e-10	0	-0.25000129984035496	0	0.963	0	0.20124999999999993	0	0.86805	0	-1.0810499999999998	0	22	0	6.75	0	0.6	0	0.04999999999999993	0	-1.4202164033831899	0	-1.2039601037927663	0	8	0	3.75	0		1		1		1		1
SLC24A4	PF01699	0	5.3093e-10	0	2.6361685000000005e-10	0	0.862	0	-0.15000000000000002	0	1.2877	0	0.23131499999999994	0	4	0	0.0	0	0.7	0	-0.050000000000000044	0	-2.3979400086720375	0	0.06246936830414995	0		1		1		1		1		1		1
SLC24A5	PF01699	0	3.6963e-12	0	-2.6361685e-10	0	1.162	0	0.1499999999999999	0	0.82507	0	-0.23131500000000016	0	4	0	0.0	0	0.8	0	0.050000000000000044	0	-2.5228787452803374	0	-0.06246936830414995	0	2	0	0.0	0		1		1		1		1
SLC25A1	PF00153	0	2.362e-07	0	-0.002329289843714287	0	1.034	0	-0.0497142857142856	0	0.25155	0	-0.17359999999999998	0	49	0	7.0	0	0.6	0	0.14285714285714274	0	1.482887869376486	0	1.2670221054710042	0		1		1		1		1		1		1
SLC25A13	PF00153	0	5.0062e-18	0	-0.0023295260437142815	0	0.937	0	-0.14671428571428557	0	1.1534	0	0.7282500000000001	0	49	0	7.0	0	0.8	0	0.3428571428571428	0	1.4281509987444454	0	1.2122852348389637	0	1	0	-11.2	0		1		1		1		1
SLC25A15	PF00153	0	1.026e-06	0	-0.002328500043714287	0	1.026	0	-0.05771428571428561	0	1.3292	0	0.90405	0	49	0	7.0	0	0.6	0	0.14285714285714274	0	0.14952701375434777	0	-0.06633875015113405	0	14	0	1.8000000000000007	0		1		1		1		1
SLC25A20	PF00153	0	4.4499e-08	0	-0.0023294815447142867	0	1.052	0	-0.031714285714285584	0	1.0624	0	0.6372500000000001	0	49	0	7.0	0	0.6	0	0.14285714285714274	0	0.6938148538894169	0	0.47794908998393504	0	15	0	2.8000000000000007	0		1		1		1		1
SLC25A26	PF00153	0	0.016298	0	0.013968473956285712	0	1.109	0	0.025285714285714356	0	-1.2033	0	-1.62845	0	49	0	7.0	0	0.2	0	-0.25714285714285723	0	-0.5543957967264024	0	-0.7702615606318842	0	2	0	-10.2	0		1		1		1		1
SLC25A38	PF00153	0	8.6507e-08	0	-0.0023294395367142867	0	1.053	0	-0.030714285714285694	0	1.1311	0	0.7059500000000001	0	49	0	7.0	0	0.2	0	-0.25714285714285723	0	-1.4685210829577449	0	-1.6843868468632266	0		1		1		1		1		1		1
SLC25A42		0	0.00033937	0		1	0.868	0		1	1.2514	0		1	49	0		1	0.6	0		1	-0.4775557664936801	0		1	5	0		1		1		1		1		1
SLC25A46	PF00153	0	7.2891e-06	0	-0.0023222369437142865	0	1.375	0	0.29128571428571437	0	-0.7483	0	-1.1734499999999999	0	0	0	-42.0	0	0.2	0	-0.25714285714285723	0	-0.22040350874217546	0	-0.43626927264765725	0	29	0	16.8	0		1		1		1		1
SLC26A2	PF01740	1	3.7099e-11	0	0.0	0	1.091	0	0.0	0	1.4995	0	0.0	0	9	0	0.0	0	0.8	0	0.0	0	0.10754912974468628	0	0.0	0	27	0	0.0	0		1		1		1		1
SLC27A4	PF00501	1	0.00053967	0	0.0	0	0.661	0	0.0	0	1.1324	0	0.0	0	12	0	0.0	0	0.2	0	0.0	0	0.1821292140529984	0	0.0	0	4	0	0.0	0		1		1		1		1
SLC2A1	PF00083	0	1.0	0	0.7499986993167851	0	0.139	0	-0.62275	0	4.6812	0	2.7321	0	13	0	-2.25	0	0.6	0	0.04999999999999993	0	1.7395802550243473	0	1.955836554614771	0	3	0	-1.25	0	3	0	0.0	0	0	0	0.0	0
SLC2A10	PF00083	0	4.779e-08	0	-0.25000125289321495	0	1.087	0	0.32524999999999993	0	0.66325	0	-1.28585	0	13	0	-2.25	0	0.2	0	-0.35000000000000003	0	-0.9871627752948278	0	-0.7709064757044041	0	1	0	-3.25	0		1		1	0	0	0.0	0
SLC2A2	PF00083	0	5.1541e-06	0	-0.24999614658321498	0	0.858	0	0.09624999999999995	0	1.5839	0	-0.36519999999999975	0	13	0	-2.25	0	0.8	0	0.25	0	-0.1972262747080243	0	0.019030024882399355	0	5	0	0.75	0		1		1		1		1
SLC33A1	PF13000	1	0.91612	0	0.0	0	0.555	0	0.0	0	2.228	0	0.0	0	1	0	0.0	0	0.2	0	0.0	0	-0.12784372725170717	0	0.0	0	7	0	0.0	0		1		1		1		1
SLC35A1	PF04142	0	0.073907	0	0.0	0	0.682	0	0.0	0	1.9791	0	0.0	0	4	0	0.0	0	0.2	0	0.0	0	-0.826813731587726	0	-0.13228214720405695	0	2	0	-0.5	0		1		1		1		1
SLC35A2	PF04142	0		1		1		1		1		1		1	4	0	0.0	0	0.2	0	0.0	0	-0.562249437179612	0	0.13228214720405707	0	3	0	0.5	0	3	0	0.0	0	0	0	0.0	0
SLC35C1	PF03151	0	0.58493	0	0.29246288229999995	0	0.664	0	-0.15849999999999997	0	0.848	0	0.22051500000000002	0	9	0	0.0	0	0.6	0	0.0	0	-1.1426675035687315	0	-0.27545373444029053	0	1	0	0.0	0		1		1	0	0	0.0	0
SLC35D1	PF03151	0	4.2354e-06	0	-0.2924628823	0	0.981	0	0.15849999999999997	0	0.40697	0	-0.22051499999999996	0	9	0	0.0	0	0.6	0	0.0	0	-0.5917600346881504	0	0.27545373444029053	0		1		1		1		1	0	0	0.0	0
SLC37A4	PF07690	0	1.945e-14	0	-0.00015237563331432858	0	1.252	0	0.23457142857142865	0	0.13179	0	-0.4072785714285714	0	12	0	5.0	0	0.6	0	0.025000000000000022	0	-0.4596705252091263	0	0.4041618087112434	0	1	0	-12.428571428571429	0		1		1	0	0	0.0	0
SLC38A3	PF01490	0	0.99947	0	0.499735	0	0.433	0	-0.6214999999999999	0	2.9003	0	4.47555	0	15	0	0.0	0	0.7	0	0.050000000000000044	0	-1.1079053973095196	0	0.04985145659611323	0	3	0	0.0	0		1		1		1		1
SLC38A8	PF01490	0	2.0536e-29	0	-0.499735	0	1.676	0	0.6214999999999999	0	-6.0508	0	-4.47555	0	15	0	0.0	0	0.6	0	-0.04999999999999993	0	-1.207608310501746	0	-0.04985145659611323	0		1		1		1		1	0	0	0.0	0
SLC39A14	PF02535	0	0.37345	0	-0.12384999999999996	0	0.592	0	-0.0050000000000000044	0	2.8811	0	0.8486500000000001	0	6	0	0.0	0	0.6	0	0.0	0	0.8814417219413931	0	0.688825519442106	0		1		1		1		1		1		1
SLC39A4	PF21116	1	7.5913e-18	0	0.0	0	1.262	0	0.0	0	-2.3602	0	0.0	0	6	0	0.0	0	0.8	0	0.0	0	-1.2291479883578558	0	0.0	0	65	0	0.0	0		1		1		1		1
SLC39A8	PF02535	0	0.62115	0	0.12385000000000002	0	0.602	0	0.0050000000000000044	0	1.1838	0	-0.8486499999999999	0	6	0	0.0	0	0.6	0	0.0	0	-0.4962093169428189	0	-0.688825519442106	0	21	0	0.0	0		1		1		1		1
SLC40A1	PF06963	1	0.999	0	0.0	0	0.445	0	0.0	0	2.5155	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	-0.7619538968712046	0	0.0	0		1		1		1		1		1		1
SLC45A2	PF07690	0	1.8671e-10	0	-0.00015237544662377857	0	1.022	0	0.004571428571428671	0	-0.15802	0	-0.6970885714285713	0	3	0	-4.0	0	0.6	0	0.025000000000000022	0	-2.5228787452803374	0	-1.6590464113599677	0	1	0	-12.428571428571429	0		1		1		1		1
SLC46A1	PF07690	0	0.0010626	0	0.0009102243666662213	0	0.865	0	-0.15242857142857136	0	0.87996	0	0.3408914285714286	0	2	0	-5.0	0	0.6	0	0.025000000000000022	0	-0.06198090252378971	0	0.80185143139658	0		1		1		1		1		1		1
SLC4A11	PF00955	1	9.2641e-19	0	0.0	0	0.897	0	0.0	0	1.6142	0	0.0	0	9	0	0.0	0	0.7	0	0.0	0	-1.3979400086720375	0	0.0	0		1		1		1		1		1		1
SLC4A4	PF07565	1	1.0	0	0.0	0	0.329	0	0.0	0	4.3853	0	0.0	0	9	0	0.0	0	0.6	0	0.0	0	-0.17392519729917355	0	0.0	0		1		1		1		1		1		1
SLC52A2	PF06237	0	0.00025725	0	0.00012737455	0	0.955	0	-0.02850000000000008	0	-0.37355	0	-0.703525	0	2	0	0.0	0	0.2	0	-0.2	0	-1.0268721464003014	0	0.33604892896785876	0		1		1		1		1		1		1
SLC52A3	PF06237	0	2.5009e-06	0	-0.00012737455	0	1.012	0	0.02849999999999997	0	1.0335	0	0.7035250000000001	0	2	0	0.0	0	0.6	0	0.19999999999999996	0	-1.6989700043360187	0	-0.33604892896785854	0		1		1		1		1		1		1
SLC5A5	PF00474	1	1.3394e-14	0	0.0	0	1.002	0	0.0	0	0.60238	0	0.0	0	12	0	0.0	0	0.7	0	0.0	0	-1.1611509092627446	0	0.0	0	7	0	0.0	0		1		1		1		1
SLC6A1	PF00209	0	1.0	0	0.3333366645242001	0	0.153	0	-0.2813333333333333	0	4.9313	0	2.2194833333333333	0	19	0	-4.75	0	0.7	0	0.27499999999999997	0	-0.8013429130455774	0	0.4806822783863065	0	12	0	-0.3333333333333339	0	3	0	0.0	0	0	0	0.0	0
SLC6A19		0	1.6171e-23	0		1	1.201	0		1	0.80884	0		1	19	0		1	0.7	0		1	-0.583359492661719	0		1		1		1		1		1		1		1
SLC6A3	PF00209	0	0.99999	0	0.3333266645242001	0	0.393	0	-0.04133333333333328	0	2.9473	0	0.23548333333333282	0	19	0	-4.75	0	0.8	0	0.37500000000000006	0	-1.5528419686577808	0	-0.2708167772258969	0		1		1		1		1		1		1
SLC6A5	PF00209	0	6.4274e-09	0	-0.6666633290484	0	0.757	0	0.3226666666666667	0	0.25685	0	-2.454966666666667	0	38	0	14.25	0	0.0	0	-0.425	0	-1.958607314841775	0	-0.6765821234098912	0	7	0	-5.333333333333334	0		1		1		1		1
SLC6A8	PF00209	0		1		1		1		1		1		1	19	0	-4.75	0	0.2	0	-0.22499999999999998	0	-0.8153085691824012	0	0.4667166222494826	0	18	0	5.666666666666666	0	3	0	0.0	0	0	0	0.0	0
SLC6A9		0	0.50591	0		1	0.544	0		1	3.1143	0		1	19	0		1	0.6	0		1	-1.1804560644581312	0		1		1		1		1		1		1		1
SLC9A1	PF00999	1	0.99576	0	0.0	0	0.473	0	0.0	0	4.6915	0	0.0	0	10	0	0.0	0	0.6	0	0.0	0	0.4101020766428606	0	0.0	0	34	0	0.0	0		1		1		1		1
SLC9A6		0		1		1		1		1		1		1	10	0		1	0.6	0		1	-0.040958607678906384	0		1	35	0		1	3	0		1	0	0		1
SLCO2A1	PF07648	0	1.5976e-17	0	-0.08683	0	1.036	0	0.21799999999999997	0	1.1063	0	0.04585000000000017	0	10	0	4.5	0	0.6	0	0.0	0	-0.8860566476931632	0	-0.20162627282156875	0		1		1		1		1		1		1
SLITRK6	PF13855	0	2.7526e-07	0	1.3762999994353e-07	0	0.812	0	-0.07099999999999995	0	0.68303	0	-0.11653000000000002	0	25	0	-5.5	0	0.6	0	0.09999999999999998	0	-1.494850021680094	0	-0.5018792880082379	0	8	0	-1.0	0		1		1		1		1
SLURP1	PF00021	1	0.22368	0	0.0	0	1.031	0	0.0	0	0.80805	0	0.0	0	3	0	0.0	0	0.7	0	0.0	0	1.6096050797202244	0	0.0	0	55	0	0.0	0		1		1	0	0	0.0	0
SLX4		0	5.1228e-29	0		1	0.896	0		1	-0.74532	0		1	0	0		1	0.6	0		1	-0.9318141382538383	0		1	4	0		1		1		1		1		1
SMAD3	PF03165	0	0.99998	0	0.33331999948476665	0	0.373	0	-0.16633333333333333	0	4.3603	0	0.9808166666666667	0	7	0	0.0	0	0.2	0	-0.1333333333333333	0	0.4363217001397333	0	0.0798003799071143	0	15	0	5.0	0	3	0	0.0	0	0	0	0.0	0
SMAD4	PF03165	0	1.0	0	0.33333999948476667	0	0.227	0	-0.31233333333333335	0	4.9422	0	1.5627166666666668	0	7	0	0.0	0	0.2	0	-0.1333333333333333	0	0.6284911049671229	0	0.2719697847345039	0	7	0	-3.0	0	3	0	0.0	0	0	0	0.0	0
SMAD9	PF03165	0	1.5457e-09	0	-0.6666599989695333	0	1.018	0	0.4786666666666667	0	0.83595	0	-2.543533333333333	0	7	0	0.0	0	0.6	0	0.26666666666666666	0	0.00475115559100102	0	-0.351770164641618	0	8	0	-2.0	0		1		1		1		1
SMARCA4	PF07533	0	1.0	0	0.0	0	0.226	0	0.063	0	8.811	0	2.2076666666666656	0	30	0	0.0	0	0.2	0	-0.1333333333333333	0	0.9440382800544181	0	0.8633745193669065	0	13	0	1.0	0	3	0	0.0	0	0	0	0.0	0
SMARCAL1	PF07443	1	5.0365e-12	0	0.0	0	0.795	0	0.0	0	1.7809	0	0.0	0	30	0	0.0	0	0.2	0	0.0	0	-0.13430394008392949	0	0.0	0	7	0	0.0	0		1		1		1		1
SMARCB1	PF21459	1	1.0	0	0.0	0	0.221	0	0.0	0	4.8624	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	0.7490402687034572	0	0.0	0	29	0	0.0	0	3	0	0.0	0	0	0	0.0	0
SMARCC2	PF00249	1	1.0	0	0.0	0	0.167	0	0.0	0	4.8274	0	0.0	0	3	0	0.0	0	0.2	0	0.0	0	1.357953894586339	0	0.0	0	31	0	0.0	0		1		1		1		1
SMARCE1	PF00505	0	0.99994	0	0.2283733750000001	0	0.318	0	-0.09212500000000001	0	2.7817	0	0.2721999999999998	0	20	0	0.0	0	0.2	0	-0.32222222222222224	0	1.2718648302193956	0	1.5202457237624034	0	26	0	17.833333333333336	0	3	0	0.0	0	0	0	0.0	0
SMC1A	PF06470	1		1		1		1		1		1		1	7	0	0.0	0	0.2	0	0.0	0	1.3927145356762956	0	0.0	0	3	0	0.0	0	3	0	0.0	0	0	0	0.0	0
SMCHD1	PF13589	1	1.0	0	0.0	0	0.342	0	0.0	0	3.9782	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	0.9180827846421872	0	0.0	0	10	0	0.0	0		1		1		1		1
SMG8	PF10220	1	8.6251e-08	0	0.0	0	0.726	0	0.0	0	2.8653	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	0.32035403281767183	0	0.0	0		1		1		1		1		1		1
SMO	PF01534	0	5.4431e-06	0	-0.31603341767919624	0	0.706	0	-0.06175000000000008	0	1.4693	0	-0.3149000000000002	0	22	0	5.25	0	0.2	0	-0.19999999999999996	0	-1.7212463990471711	0	-0.5974976239805405	0	6	0	-0.25	0		1		1		1		1
SMOC1	PF07648	0	0.17366	0	0.08682999999999999	0	0.6	0	-0.21800000000000008	0	1.0146	0	-0.045849999999999946	0	1	0	-4.5	0	0.6	0	0.0	0	-0.48280410205002566	0	0.20162627282156875	0	22	0	0.0	0		1		1	0	0	0.0	0
SMOC2		0	3.0705e-07	0		1	0.824	0		1	0.37496	0		1	1	0		1	0.6	0		1	-0.23657200643706275	0		1		1		1		1		1	0	0		1
SMPD1	PF19272	1	7.3388e-14	0	0.0	0	1.057	0	0.0	0	0.48451	0	0.0	0	2	0	0.0	0	0.2	0	0.0	0	-0.6516951369518393	0	0.0	0	8	0	0.0	0		1		1		1		1
SMPD4		0	3.7277e-11	0		1	0.769	0		1	2.3123	0		1	0	0		1	0.2	0		1	0.6694098672877827	0		1	2	0		1		1		1		1		1
SMS	PF17284	1		1		1		1		1		1		1	2	0	0.0	0	0.2	0	0.0	0	1.2253351318185406	0	0.0	0	1	0	0.0	0	3	0	0.0	0	0	0	0.0	0
SNAI2		0	0.99965	0		1	0.283	0		1	1.9859	0		1	36	0		1	0.2	0		1	-1.6020599913279623	0		1		1		1		1		1		1		1
SNAP25	PF00835	1	0.99953	0	0.0	0	0.29	0	0.0	0	3.1978	0	0.0	0	3	0	0.0	0	0.8	0	0.0	0	0.7642508754387732	0	0.0	0	4	0	0.0	0		1		1		1		1
SNAP29		0	0.056356	0		1	0.833	0		1	-0.24593	0		1	3	0		1	0.2	0		1	1.298874899704699	0		1	48	0		1		1		1		1		1
SNCA	PF01387	1	0.79673	0	0.0	0	0.691	0	0.0	0	1.1478	0	0.0	0	2	0	0.0	0	0.7	0	0.0	0	2.3979417458464907	0	0.0	0	11	0	0.0	0		1		1		1		1
SNORD118		0		1		1		1		1		1		1	0	0		1		1		1		1		1		1		1		1		1		1		1
SNRPB		0	0.99857	0		1	0.324	0		1	2.1063	0		1	1	0		1	0.2	0		1	1.3944691923474342	0		1	63	0		1		1		1		1		1
SNRPN		0	0.97559	0		1	0.503	0		1	2.7871	0		1	1	0		1	0.2	0		1	1.3729304048887934	0		1	84	0		1	0	0		1	0	0		1
SNUPN		0	0.023554	0		1	0.798	0		1	1.2285	0		1	0	0		1	0.2	0		1	-0.0788339493622613	0		1	10	0		1		1		1		1		1
SNX10	PF00787	1	8.2933e-05	0	0.0	0	1.518	0	0.0	0	1.1863	0	0.0	0	15	0	0.0	0	0.6	0	0.0	0	-0.9430951486635274	0	0.0	0		1		1		1		1	0	0	0.0	0
SNX14	PF08628	1	4.2755e-12	0	0.0	0	0.853	0	0.0	0	1.5737	0	0.0	0	3	0	0.0	0	0.2	0	0.0	0	-1.031517051446065	0	0.0	0	39	0	0.0	0		1		1		1		1
SON	PF14709	1	1.0	0	0.0	0	0.051	0	0.0	0	2.5949	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	1.1461590556048182	0	0.0	0	8	0	0.0	0	3	0	0.0	0	0	0	0.0	0
SOS1	PF00617	1	1.0	0	0.0	0	0.288	0	0.0	0	2.3433	0	0.0	0	24	0	0.0	0	0.2	0	0.0	0	0.1525940779274697	0	0.0	0	6	0	0.0	0	0	0	0.0	0	0	0	0.0	0
SOX10	PF00505	0	0.99999	0	0.2284233750000001	0	0.248	0	-0.16212500000000002	0	2.8852	0	0.37570000000000014	0	20	0	0.0	0	0.7	0	0.1777777777777777	0	-0.393618634889395	0	-0.14523774134638726	0		1		1	3	0	0.0	0	0	0	0.0	0
SOX11	PF00505	0	0.08649	0	-0.685076625	0	1.148	0	0.7378749999999998	0	1.4861	0	-1.0234	0	20	0	0.0	0	0.6	0	0.07777777777777772	0	-0.7495799976911061	0	-0.5011991041480983	0		1		1	3	0	0.0	0	0	0	0.0	0
SOX2	PF00505	0	0.99931	0	0.22774337500000008	0	0.302	0	-0.10812500000000003	0	2.9769	0	0.46740000000000004	0	20	0	0.0	0	0.6	0	0.07777777777777772	0	-0.3516399890190684	0	-0.10325909547606063	0	11	0	2.833333333333334	0	3	0	0.0	0	0	0	0.0	0
SOX3		0		1		1		1		1		1		1	20	0		1	0.6	0		1	-0.3115801779972894	0		1		1		1	0	0		1	2	0		1
SOX5	PF00505	0	1.0	0	0.22843337500000005	0	0.204	0	-0.20612500000000003	0	3.8086	0	1.2991000000000001	0	20	0	0.0	0	0.6	0	0.07777777777777772	0	-0.721246399047171	0	-0.4728655055041633	0	7	0	-1.166666666666666	0	3	0	0.0	0	0	0	0.0	0
SOX6	PF00505	0	1.0	0	0.22843337500000005	0	0.165	0	-0.245125	0	3.2951	0	0.7856000000000001	0	20	0	0.0	0	0.6	0	0.07777777777777772	0	-0.48678239993206096	0	-0.2384015063890532	0	2	0	-6.166666666666666	0		1		1		1		1
SOX9	PF00505	0	1.0	0	0.22843337500000005	0	0.154	0	-0.25612500000000005	0	1.6558	0	-0.8537000000000001	0	20	0	0.0	0	0.6	0	0.07777777777777772	0	-0.4596705252091263	0	-0.21128963166611855	0		1		1	3	0	0.0	0	0	0	0.0	0
SPAG1	PF13877	1	2.1275e-11	0	0.0	0	1.084	0	0.0	0	0.55923	0	0.0	0	18	0	0.0	0	0.2	0	0.0	0	-0.12378215940835775	0	0.0	0	6	0	0.0	0		1		1		1		1
SPARC	PF09289	1	6.426e-05	0	0.0	0	0.844	0	0.0	0	1.6509	0	0.0	0	1	0	0.0	0	0.2	0	0.0	0	2.5078572204343637	0	0.0	0	4	0	0.0	0		1		1		1		1
SPAST	PF00004	0	0.11467	0	-0.055654001196369096	0	0.69	0	-0.022199999999999998	0	0.23048	0	-1.4078619999999997	0	9	0	1.0	0	0.2	0	-0.2	0	0.10754912974468628	0	-0.5762434001769343	0	11	0	-4.5	0	3	0	0.0	0	0	0	0.0	0
SPATA7	PF15244	1	6.0519e-09	0	0.0	0	1.22	0	0.0	0	0.44768	0	0.0	0	0	0	0.0	0	0.8	0	0.0	0	-0.9172146296835499	0	0.0	0	5	0	0.0	0		1		1	0	0	0.0	0
SPEG		0	1.5704e-05	0		1	0.514	0		1	0.17979	0		1	9	0		1	0.6	0		1	-1.4685210829577449	0		1	6	0		1		1		1	0	0		1
SPEN	PF20809	1	1.0	0	0.0	0	0.094	0	0.0	0	5.1216	0	0.0	0	7	0	0.0	0	0.2	0	0.0	0	0.2229764498933913	0	0.0	0	24	0	0.0	0	3	0	0.0	0	0	0	0.0	0
SPG11	PF14649	1	2.0022e-51	0	0.0	0	0.852	0	0.0	0	-0.6997	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	-0.5003129173815962	0	0.0	0	24	0	0.0	0		1		1		1		1
SPINK5		0	1.2594e-31	0		1	0.908	0		1	1.5699	0		1	6	0		1	0.7	0		1	1.1461590556048182	0		1	1	0		1		1		1		1		1
SPINT2	PF00014	1	0.0001066	0	0.0	0	0.935	0	0.0	0	1.1142	0	0.0	0	13	0	0.0	0	0.2	0	0.0	0	0.29247759366778403	0	0.0	0	68	0	0.0	0		1		1		1		1
SPOP		0	0.99995	0		1	0.377	0		1	5.5384	0		1	11	0		1	0.2	0		1	-0.3372421683184259	0		1	16	0		1		1		1		1		1
SPR	PF00106	0	5.9067e-06	0	-0.0013568330214195	0	1.528	0	0.32762500000000006	0	-0.70049	0	-0.20349374999999992	0	33	0	14.75	0	0.2	0	-0.3499999999999999	0	1.4116365387564689	0	0.7868633059241033	0	2	0	-5.25	0		1		1		1		1
SPRED1	PF05210	1	0.98383	0	0.0	0	0.496	0	0.0	0	1.4209	0	0.0	0	5	0	0.0	0	0.2	0	0.0	0	-1.1249387366083	0	0.0	0		1		1	3	0	0.0	0	0	0	0.0	0
SPRTN	PF10263	1	0.94923	0	0.0	0	0.531	0	0.0	0	2.0581	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	-1.1487416512809248	0	0.0	0		1		1		1		1		1		1
SPTAN1	PF13499	0	1.0	0	0.41379768014459994	0	0.222	0	-0.533	0	7.9475	0	4.251545999999999	0	36	0	18.2	0	0.2	0	-0.39999999999999997	0	2.2455151353894234	0	1.7686420896140926	0	1	0	-8.25	0	3	0	2.0	0	0	0	0.0	0
SPTBN1	PF00307	0	1.0	0	0.5001049378333333	0	0.159	0	-0.33299999999999996	0	5.9038	0	2.3392133333333334	0	36	0	0.0	0	0.2	0	-0.27499999999999997	0	2.220110704263994	0	1.0176464678982835	0		1		1		1		1		1		1
SPTBN2	PF00307	0	0.9987	0	0.49880493783333335	0	0.452	0	-0.03999999999999998	0	4.5181	0	0.9535133333333325	0	36	0	0.0	0	0.6	0	0.125	0	0.6484575942825226	0	-0.5540066420831877	0		1		1		1		1		1		1
