gene	uniprot_id	ec_numbers	keyword_ids	enzyme_4class	multi_class_flag	uniprot_missing_flag
SCARF2	Q96GP6		KW-0025;KW-0130;KW-0225;KW-1015;KW-0245;KW-0325;KW-0472;KW-0597;KW-1267;KW-0675	non-enzyme	0	0
SCN10A	Q9Y5Y9		KW-0002;KW-1003;KW-0225;KW-1015;KW-0325;KW-0407;KW-0406;KW-0472;KW-0597;KW-1185	non-enzyme	0	0
SCN11A	Q9UI33		KW-0025;KW-1003;KW-0225;KW-1015;KW-0325;KW-0407;KW-0406;KW-0472;KW-0523;KW-0622	non-enzyme	0	0
SCN1A	P35498		KW-0002;KW-0025;KW-1269;KW-1268;KW-1003;KW-0225;KW-1015;KW-0887;KW-0325;KW-0407	non-enzyme	0	0
SCN2A	Q99250		KW-0002;KW-0025;KW-1003;KW-0225;KW-1015;KW-0887;KW-0325;KW-0407;KW-0406;KW-1017	non-enzyme	0	0
SCN3A	Q9NY46		KW-0002;KW-0025;KW-1003;KW-0225;KW-1015;KW-0887;KW-0325;KW-0407;KW-0406;KW-0472	non-enzyme	0	0
SCN4A	P35499		KW-0002;KW-1003;KW-1004;KW-0225;KW-1015;KW-0325;KW-0407;KW-0406;KW-0472;KW-0597	non-enzyme	0	0
SCN5A	Q14524		KW-0002;KW-0025;KW-1020;KW-0992;KW-0112;KW-0122;KW-0965;KW-1003;KW-0963;KW-0225	non-enzyme	0	0
SCN8A	Q9UQD0		KW-0002;KW-0025;KW-0965;KW-1003;KW-0966;KW-0968;KW-0225;KW-1015;KW-0887;KW-0325	non-enzyme	0	0
SCN9A	Q15858		KW-0002;KW-0025;KW-1003;KW-0966;KW-0225;KW-1015;KW-0887;KW-0325;KW-0407;KW-0406	non-enzyme	0	0
SCO1	O75880		KW-0002;KW-0143;KW-0186;KW-0201;KW-0225;KW-1015;KW-0472;KW-0479;KW-0496;KW-0999	non-enzyme	0	0
SCO2	O43819		KW-0002;KW-0122;KW-0143;KW-0186;KW-0201;KW-0225;KW-1015;KW-0431;KW-0472;KW-0479	non-enzyme	0	0
SCUBE3	Q8IX30		KW-0025;KW-0106;KW-0225;KW-1015;KW-0242;KW-0245;KW-0325;KW-1267;KW-1185;KW-0677	non-enzyme	0	0
SCYL1	Q96KG9		KW-0010;KW-0025;KW-0175;KW-0963;KW-0206;KW-0238;KW-0931;KW-0333;KW-0991;KW-0523	non-enzyme	0	0
SDCCAG8				non-enzyme	0	1
SDHA	P31040	1.3.5.1;1.1.5.-;1;.;3;5	KW-0002;KW-0007;KW-0025;KW-0122;KW-0903;KW-0225;KW-0249;KW-0274;KW-0285;KW-0431	oxidoreductase	0	0
SDHB	P21912	1.3.5.1;1.1.5.-;1;.;3;5	KW-0001;KW-0002;KW-0003;KW-0004;KW-0007;KW-0225;KW-0249;KW-0945;KW-0408;KW-0411	oxidoreductase	0	0
SDHC	Q99643		KW-0002;KW-0025;KW-0249;KW-0349;KW-0408;KW-0472;KW-0479;KW-0496;KW-0999;KW-1267	non-enzyme	0	0
SDHD	O14521		KW-0002;KW-0025;KW-0225;KW-0249;KW-0349;KW-0408;KW-0472;KW-0479;KW-0496;KW-0999	non-enzyme	0	0
SEC23A	Q15436		KW-0002;KW-0007;KW-0025;KW-0963;KW-0968;KW-0225;KW-0256;KW-0931;KW-0472;KW-0479	non-enzyme	0	0
SEC23B	Q15437		KW-0007;KW-1055;KW-0963;KW-0968;KW-0225;KW-0256;KW-0931;KW-0360;KW-0472;KW-0479	non-enzyme	0	0
SEC24D	O94855		KW-0002;KW-0025;KW-0989;KW-0963;KW-0968;KW-0225;KW-0256;KW-0931;KW-0472;KW-0479	non-enzyme	0	0
SECISBP2				non-enzyme	0	1
SELENOI	Q9C0D9	2.7.8.1;2;.;7;8;1	KW-0007;KW-0225;KW-0256;KW-0890;KW-0444;KW-0443;KW-0460;KW-0464;KW-0472;KW-0479	kinase	0	0
SELENON	Q9NZV5		KW-0025;KW-0911;KW-0225;KW-0256;KW-0325;KW-0472;KW-1060;KW-0560;KW-1267;KW-1185	non-enzyme	0	0
SEMA3A				non-enzyme	0	1
SEPSECS	Q9HD40	2.9.1.2;2;.;9;1	KW-0002;KW-0025;KW-0963;KW-0225;KW-0887;KW-0991;KW-0523;KW-0597;KW-0648;KW-1267	non-enzyme	0	0
SERAC1	Q96JX3		KW-0025;KW-0209;KW-0225;KW-0256;KW-0444;KW-0443;KW-0472;KW-0496;KW-0594;KW-1208	non-enzyme	0	0
SERPINA1	P01009		KW-0002;KW-0011;KW-0025;KW-0094;KW-0903;KW-0256;KW-0272;KW-0325;KW-0356;KW-0597	non-enzyme	0	0
SERPINB6				non-enzyme	0	1
SERPINH1	P50454		KW-0007;KW-0143;KW-0256;KW-0325;KW-1065;KW-0597;KW-1267;KW-1185;KW-0732;KW-0346	non-enzyme	0	0
SET	Q01105		KW-0002;KW-0007;KW-0025;KW-0143;KW-0160;KW-0963;KW-0903;KW-0225;KW-0238;KW-0256	non-enzyme	0	0
SETBP1	Q9Y6X0		KW-0007;KW-0025;KW-0225;KW-0238;KW-0991;KW-0539;KW-1267;KW-1185;KW-0677	non-enzyme	0	0
SETD1A	O15047	2.1.1.364;2;.;1;3;6;4	KW-0002;KW-0010;KW-0156;KW-0158;KW-0963;KW-0225;KW-0227;KW-0887;KW-0991;KW-0489	non-enzyme	0	0
SETD1B	Q9UPS6	2.1.1.364;2;.;1;3;6;4	KW-0002;KW-0010;KW-0025;KW-0156;KW-0158;KW-0175;KW-0963;KW-0225;KW-0887;KW-0991	non-enzyme	0	0
SETD2	Q9BYW2	2.1.1.359;2.1.1.-;2;.;1;3;5;9	KW-0002;KW-0010;KW-0025;KW-0051;KW-1268;KW-0156;KW-0158;KW-0175;KW-0217;KW-0221	non-enzyme	0	0
SETD5	Q9C0A6	2.1.1.359;2.1.1.367;2;.;1;3;6;7;5;9	KW-0025;KW-1269;KW-1268;KW-0156;KW-0158;KW-0225;KW-0991;KW-0489;KW-0539;KW-0597	non-enzyme	0	0
SF3B4	Q15427		KW-0002;KW-0007;KW-0903;KW-0507;KW-0508;KW-0539;KW-0597;KW-1267;KW-1185;KW-0677	non-enzyme	0	0
SFTPC	P11686		KW-0002;KW-0025;KW-0903;KW-0225;KW-1015;KW-0305;KW-0449;KW-0564;KW-1267;KW-1185	non-enzyme	0	0
SGPL1	O95470	4.1.2.27;4;.;1;2;7	KW-0002;KW-0007;KW-0053;KW-0225;KW-0256;KW-0443;KW-0456;KW-0472;KW-0944;KW-0597	non-enzyme	0	0
SGSH	P51688	3.10.1.1;3;.;1;0	KW-0002;KW-0106;KW-0903;KW-0225;KW-1015;KW-0325;KW-0378;KW-0458;KW-0479;KW-0510	non-enzyme	0	0
SH2D1A	O60880		KW-0002;KW-0007;KW-1064;KW-0025;KW-0963;KW-0225;KW-0391;KW-0399;KW-1267;KW-1185	non-enzyme	0	0
SH3PXD2B				non-enzyme	0	1
SHANK1				non-enzyme	0	1
SHANK2	Q9UPX8		KW-0002;KW-0025;KW-0040;KW-1269;KW-1268;KW-1003;KW-0966;KW-0963;KW-0325;KW-0472	non-enzyme	0	0
SHANK3	Q9BYB0		KW-0002;KW-0009;KW-0877;KW-0040;KW-1268;KW-0966;KW-0160;KW-0175;KW-0963;KW-0225	non-enzyme	0	0
SHH	Q15465	3.1.-.-	KW-0002;KW-0068;KW-0106;KW-1003;KW-0217;KW-0903;KW-0225;KW-0256;KW-0325;KW-0333	non-enzyme	0	0
SHOC2	Q9UQ13		KW-0002;KW-0025;KW-0963;KW-0225;KW-0433;KW-0539;KW-1267;KW-1185;KW-0677	non-enzyme	0	0
SHOX	O15266		KW-0010;KW-0025;KW-0217;KW-0225;KW-0238;KW-0242;KW-0371;KW-0539;KW-0597;KW-1267	non-enzyme	0	0
SHROOM3				non-enzyme	0	1
SI	P14410	3;.;2;1;4;8;0	KW-0002;KW-1003;KW-0903;KW-0225;KW-1015;KW-0325;KW-0326;KW-0378;KW-0472;KW-0511	non-enzyme	0	0
SIGMAR1	Q99720		KW-0002;KW-0025;KW-0036;KW-0965;KW-1003;KW-0966;KW-0968;KW-0903;KW-0225;KW-0256	non-enzyme	0	0
SIK1	P57059	2.7.11.1;2;.;7;1	KW-0067;KW-0090;KW-0131;KW-0963;KW-0217;KW-0221;KW-0225;KW-0887;KW-0418;KW-0460	kinase	0	0
SIL1	Q9H173		KW-0002;KW-0225;KW-0256;KW-0325;KW-0653;KW-1267;KW-1185;KW-0732;KW-0811;KW-0813	non-enzyme	0	0
SIM1				non-enzyme	0	1
SIN3A	Q96ST3		KW-0007;KW-0090;KW-0175;KW-0225;KW-0242;KW-0991;KW-1017;KW-0539;KW-0597;KW-1267	non-enzyme	0	0
SIX1	Q15475		KW-0002;KW-0010;KW-0053;KW-0963;KW-0209;KW-0217;KW-0225;KW-0238;KW-0371;KW-1010	non-enzyme	0	0
SIX3	O95343		KW-0217;KW-0225;KW-0238;KW-0370;KW-0371;KW-0539;KW-1267;KW-1185;KW-0678;KW-0804	non-enzyme	0	0
SIX6	O95475		KW-0898;KW-0217;KW-0225;KW-0238;KW-0371;KW-1013;KW-0539;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
SKIC2	Q15477	3.6.4.13;3;.;6;4;1	KW-0002;KW-0067;KW-0963;KW-0225;KW-0347;KW-0378;KW-0547;KW-0539;KW-0597;KW-1267	non-enzyme	0	0
SKIC3				non-enzyme	0	1
SLC10A7	Q0GE19		KW-0025;KW-0986;KW-1003;KW-0225;KW-0242;KW-0256;KW-0333;KW-0406;KW-0472;KW-1267	non-enzyme	0	0
SLC12A1	Q13621		KW-0025;KW-0910;KW-1003;KW-0868;KW-0225;KW-0325;KW-0406;KW-0472;KW-0523;KW-0597	non-enzyme	0	0
SLC12A5	Q9H2X9		KW-0002;KW-0025;KW-1003;KW-0966;KW-0868;KW-0225;KW-1015;KW-0887;KW-0325;KW-0406	non-enzyme	0	0
SLC12A6	Q9UHW9		KW-0002;KW-0877;KW-0025;KW-1003;KW-0144;KW-0868;KW-0225;KW-1015;KW-0325;KW-0406	non-enzyme	0	0
SLC13A5	Q86YT5		KW-0002;KW-0025;KW-0986;KW-1003;KW-0225;KW-0887;KW-0325;KW-0406;KW-0472;KW-0479	non-enzyme	0	0
SLC16A2	P36021		KW-0002;KW-0007;KW-1003;KW-0225;KW-0472;KW-1267;KW-1185;KW-0812;KW-1133;KW-0813	non-enzyme	0	0
SLC17A5	Q9NRA2		KW-0002;KW-0025;KW-0029;KW-1003;KW-0968;KW-0225;KW-0325;KW-0458;KW-0472;KW-0597	non-enzyme	0	0
SLC19A3	Q9BZV2		KW-0002;KW-0225;KW-0325;KW-0472;KW-1267;KW-1185;KW-0812;KW-1133;KW-0813	non-enzyme	0	0
SLC1A1	P43005		KW-0002;KW-0029;KW-1003;KW-0868;KW-0225;KW-0967;KW-0325;KW-0472;KW-0479;KW-0597	non-enzyme	0	0
SLC22A5	O76082		KW-0025;KW-0067;KW-1003;KW-0225;KW-0256;KW-0325;KW-0406;KW-0472;KW-0547;KW-0597	non-enzyme	0	0
SLC24A4	Q8NFF2		KW-0025;KW-0986;KW-0050;KW-0106;KW-0109;KW-1003;KW-0963;KW-0225;KW-0325;KW-0406	non-enzyme	0	0
SLC24A5	Q71RS6		KW-0015;KW-0025;KW-0050;KW-0106;KW-0109;KW-0333;KW-0406;KW-0472;KW-0630;KW-0633	non-enzyme	0	0
SLC25A1	P53007		KW-0050;KW-1004;KW-0225;KW-0472;KW-0496;KW-0999;KW-0597;KW-1267;KW-1185;KW-0677	non-enzyme	0	0
SLC25A13	Q9UJS0		KW-0002;KW-0007;KW-0025;KW-0050;KW-0106;KW-0225;KW-0988;KW-0472;KW-0479;KW-0488	non-enzyme	0	0
SLC25A15	Q9Y619		KW-0225;KW-0472;KW-0496;KW-0999;KW-1267;KW-1185;KW-0677;KW-0812;KW-1133;KW-0813	non-enzyme	0	0
SLC25A20	O43772		KW-0007;KW-0225;KW-0445;KW-0472;KW-0496;KW-0999;KW-1267;KW-1185;KW-0677;KW-0812	non-enzyme	0	0
SLC25A26	Q70HW3		KW-0025;KW-0050;KW-0225;KW-0472;KW-0496;KW-0999;KW-1274;KW-1267;KW-1185;KW-0677	non-enzyme	0	0
SLC25A38	Q96DW6		KW-0225;KW-0472;KW-0496;KW-0999;KW-1267;KW-1185;KW-0677;KW-0812;KW-1133;KW-0813	non-enzyme	0	0
SLC25A42				non-enzyme	0	1
SLC25A46	Q96AG3		KW-0002;KW-0025;KW-0144;KW-0225;KW-0472;KW-0496;KW-1000;KW-0523;KW-0622;KW-0597	non-enzyme	0	0
SLC26A2	P50443		KW-0002;KW-1003;KW-0225;KW-0242;KW-0325;KW-0472;KW-0597;KW-1267;KW-1185;KW-0812	non-enzyme	0	0
SLC27A4	Q6P1M0	6.2.1.15;6.2.1.3;6.2.1.-;6;.;2;1;3;5	KW-0025;KW-0225;KW-0256;KW-0276;KW-0977;KW-0436;KW-0443;KW-0445;KW-0472;KW-0547	non-enzyme	0	0
SLC2A1	P11166		KW-0002;KW-0007;KW-0898;KW-1003;KW-0903;KW-0225;KW-1023;KW-0887;KW-0325;KW-0360	non-enzyme	0	0
SLC2A10	O95528		KW-0963;KW-0225;KW-0325;KW-0472;KW-1267;KW-1185;KW-0762;KW-0812;KW-1133;KW-0813	non-enzyme	0	0
SLC2A2	P11168		KW-0025;KW-1003;KW-0225;KW-0325;KW-0472;KW-0597;KW-1267;KW-1185;KW-0762;KW-0812	non-enzyme	0	0
SLC33A1	O00400		KW-0002;KW-0898;KW-0209;KW-0225;KW-0256;KW-0325;KW-0890;KW-0472;KW-0523;KW-0597	non-enzyme	0	0
SLC35A1	P78382		KW-0025;KW-0050;KW-0900;KW-0225;KW-0333;KW-0472;KW-1267;KW-1185;KW-0762;KW-0812	non-enzyme	0	0
SLC35A2	P78381		KW-0025;KW-0050;KW-0900;KW-0225;KW-0256;KW-0887;KW-0333;KW-0472;KW-1267;KW-1185	non-enzyme	0	0
SLC35C1	Q96A29		KW-0025;KW-0900;KW-0225;KW-0333;KW-0472;KW-1267;KW-1185;KW-0762;KW-0812;KW-1133	non-enzyme	0	0
SLC35D1	Q9NTN3		KW-0025;KW-0225;KW-0242;KW-0256;KW-0472;KW-1267;KW-1185;KW-0762;KW-0812;KW-1133	non-enzyme	0	0
SLC37A4	O43826		KW-0025;KW-0050;KW-0900;KW-0225;KW-0256;KW-0322;KW-0472;KW-1267;KW-1185;KW-0762	non-enzyme	0	0
SLC38A3	Q99624		KW-0029;KW-0050;KW-1003;KW-0225;KW-1015;KW-0887;KW-0325;KW-0991;KW-0406;KW-0472	non-enzyme	0	0
SLC38A8	A6NNN8		KW-0029;KW-0966;KW-0963;KW-0225;KW-0472;KW-1185;KW-0812;KW-1133;KW-0813	non-enzyme	0	0
SLC39A14	Q15043		KW-0025;KW-1003;KW-0225;KW-1023;KW-0967;KW-0325;KW-0406;KW-0458;KW-0472;KW-0523	non-enzyme	0	0
SLC39A4	Q6P5W5		KW-0025;KW-0104;KW-1003;KW-0225;KW-1015;KW-0967;KW-0325;KW-0406;KW-0472;KW-0479	non-enzyme	0	0
SLC39A8	Q9C0K1		KW-0025;KW-1003;KW-0900;KW-0325;KW-0406;KW-0458;KW-0472;KW-1267;KW-1185;KW-0732	non-enzyme	0	0
SLC40A1	Q9NP59		KW-0002;KW-1003;KW-0225;KW-0325;KW-0406;KW-0408;KW-0410;KW-0472;KW-0479;KW-1267	non-enzyme	0	0
SLC45A2	Q9UMX9		KW-0015;KW-0025;KW-0225;KW-0325;KW-0470;KW-0472;KW-1267;KW-1185;KW-0716;KW-0769	non-enzyme	0	0
SLC46A1	Q96NT5		KW-0007;KW-0025;KW-1003;KW-0963;KW-0225;KW-1015;KW-0967;KW-0290;KW-0325;KW-0472	non-enzyme	0	0
SLC4A11	Q8NBS3		KW-0002;KW-0024;KW-0025;KW-0039;KW-1003;KW-1212;KW-0209;KW-0225;KW-0325;KW-0406	non-enzyme	0	0
SLC4A4	Q9Y6R1		KW-0002;KW-0025;KW-1003;KW-0225;KW-0325;KW-0406;KW-0472;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
SLC52A2	Q9HAB3		KW-0002;KW-1003;KW-0209;KW-0225;KW-1183;KW-0472;KW-1267;KW-0675;KW-1185;KW-0812	non-enzyme	0	0
SLC52A3	Q9NQ40		KW-0002;KW-0025;KW-1003;KW-0963;KW-0209;KW-0225;KW-1015;KW-0325;KW-0472;KW-0539	non-enzyme	0	0
SLC5A5	Q92911		KW-1003;KW-0984;KW-0963;KW-0903;KW-0225;KW-0325;KW-0406;KW-0472;KW-0479;KW-0597	non-enzyme	0	0
SLC6A1	P30531		KW-0002;KW-1003;KW-0966;KW-0225;KW-1015;KW-0887;KW-0325;KW-0472;KW-0479;KW-0532	non-enzyme	0	0
SLC6A19				non-enzyme	0	1
SLC6A3	Q01959		KW-0002;KW-1003;KW-0966;KW-0225;KW-1015;KW-1023;KW-0325;KW-0472;KW-0479;KW-0523	non-enzyme	0	0
SLC6A5	Q9Y345		KW-0025;KW-1003;KW-0225;KW-1015;KW-0325;KW-0472;KW-0479;KW-0532;KW-0597;KW-1267	non-enzyme	0	0
SLC6A8	P48029		KW-0002;KW-0025;KW-1003;KW-0225;KW-0325;KW-0991;KW-0406;KW-0472;KW-0597;KW-1267	non-enzyme	0	0
SLC6A9				non-enzyme	0	1
SLC9A1	P19634		KW-0002;KW-0025;KW-0050;KW-0112;KW-1003;KW-0209;KW-0225;KW-0325;KW-0406;KW-0449	non-enzyme	0	0
SLC9A6				non-enzyme	0	1
SLCO2A1	Q92959		KW-0002;KW-1003;KW-0963;KW-0225;KW-1015;KW-0325;KW-0445;KW-0458;KW-0472;KW-1267	non-enzyme	0	0
SLITRK6	Q9H5Y7		KW-1003;KW-0209;KW-1009;KW-0433;KW-0472;KW-1267;KW-1185;KW-0677;KW-0716;KW-0732	non-enzyme	0	0
SLURP1	P55000		KW-0002;KW-0202;KW-0903;KW-0225;KW-1015;KW-1007;KW-1267;KW-1185;KW-0964;KW-0732	non-enzyme	0	0
SLX4				non-enzyme	0	1
SMAD3	P84022		KW-0002;KW-0007;KW-0013;KW-0025;KW-0993;KW-0963;KW-0225;KW-0238;KW-0945;KW-1017	non-enzyme	0	0
SMAD4	Q13485		KW-0002;KW-0007;KW-0963;KW-0225;KW-0238;KW-1017;KW-0479;KW-0539;KW-0597;KW-1267	non-enzyme	0	0
SMAD9	O15198		KW-0002;KW-0025;KW-0963;KW-0225;KW-0238;KW-0479;KW-0539;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
SMARCA4	P51532	3.6.4.-	KW-0002;KW-0007;KW-0010;KW-0025;KW-0067;KW-0103;KW-0156;KW-0209;KW-0225;KW-0378	non-enzyme	0	0
SMARCAL1	Q9NZC9	3.6.4.-;5.6.2.-	KW-0002;KW-0007;KW-0175;KW-0225;KW-0378;KW-0413;KW-0539;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
SMARCB1	Q12824		KW-0002;KW-0010;KW-0025;KW-0131;KW-0156;KW-0225;KW-0238;KW-0945;KW-1063;KW-0991	non-enzyme	0	0
SMARCC2	Q8TAQ2		KW-0002;KW-0007;KW-0013;KW-0025;KW-0156;KW-0175;KW-0225;KW-0991;KW-1017;KW-0524	non-enzyme	0	0
SMARCE1	Q969G3		KW-0002;KW-0025;KW-0156;KW-0175;KW-0225;KW-0238;KW-0991;KW-1017;KW-0488;KW-0524	non-enzyme	0	0
SMC1A	Q14683		KW-0002;KW-0007;KW-0067;KW-0131;KW-0132;KW-0137;KW-0158;KW-0175;KW-0903;KW-0225	non-enzyme	0	0
SMCHD1	A6NHR9	3.6.1.-	KW-0002;KW-0007;KW-0025;KW-0156;KW-0158;KW-0903;KW-0225;KW-0227;KW-0234;KW-0238	non-enzyme	0	0
SMG8	Q8ND04		KW-0002;KW-0025;KW-0898;KW-0225;KW-0991;KW-0488;KW-0866;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
SMO	Q99835		KW-0002;KW-1003;KW-0966;KW-0217;KW-0225;KW-1015;KW-0297;KW-0325;KW-0472;KW-0597	non-enzyme	0	0
SMOC1	Q9H4F8		KW-0025;KW-0084;KW-0106;KW-0217;KW-0221;KW-0225;KW-1015;KW-0272;KW-0325;KW-0479	non-enzyme	0	0
SMOC2				non-enzyme	0	1
SMPD1	P17405	3.1.4.12;3.1.4.3;3;.;1;4;2	KW-0002;KW-0025;KW-0903;KW-0225;KW-1015;KW-0325;KW-0326;KW-0945;KW-0378;KW-0551	non-enzyme	0	0
SMPD4				non-enzyme	0	1
SMS	P52788	2.5.1.22;2;.;5;1	KW-0002;KW-0007;KW-0025;KW-0903;KW-0991;KW-0597;KW-0620;KW-1267;KW-1185;KW-0808	non-enzyme	0	0
SNAI2				non-enzyme	0	1
SNAP25	P60880		KW-0002;KW-0025;KW-1003;KW-0175;KW-0963;KW-0225;KW-0887;KW-0991;KW-0449;KW-0472	non-enzyme	0	0
SNAP29				non-enzyme	0	1
SNCA	P37840		KW-0002;KW-0007;KW-0025;KW-0026;KW-0034;KW-0966;KW-0186;KW-0963;KW-0903;KW-0225	non-enzyme	0	0
SNORD118				non-enzyme	0	1
SNRPB				non-enzyme	0	1
SNRPN				non-enzyme	0	1
SNUPN				non-enzyme	0	1
SNX10	Q9Y5X0		KW-0002;KW-0025;KW-0970;KW-0963;KW-0206;KW-0225;KW-0967;KW-0446;KW-0472;KW-0987	non-enzyme	0	0
SNX14	Q9Y5W7		KW-0002;KW-0025;KW-0966;KW-0225;KW-0967;KW-0991;KW-0458;KW-0472;KW-0523;KW-0597	non-enzyme	0	0
SON	P18583		KW-0002;KW-0007;KW-0025;KW-0131;KW-0225;KW-0238;KW-0991;KW-1017;KW-0488;KW-0507	non-enzyme	0	0
SOS1	Q07889		KW-0002;KW-0025;KW-0225;KW-0344;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
SOX10	P56693		KW-0010;KW-0025;KW-0963;KW-0209;KW-0225;KW-0238;KW-0367;KW-0956;KW-0472;KW-0496	non-enzyme	0	0
SOX11	P35716		KW-0002;KW-0010;KW-0217;KW-0221;KW-0225;KW-0238;KW-0991;KW-0524;KW-0539;KW-0597	non-enzyme	0	0
SOX2	P48431		KW-0002;KW-0010;KW-0963;KW-0217;KW-0225;KW-0238;KW-1017;KW-0488;KW-1013;KW-0539	non-enzyme	0	0
SOX3				non-enzyme	0	1
SOX5	P35711		KW-0010;KW-0025;KW-0175;KW-0221;KW-0238;KW-0991;KW-0539;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
SOX6	P35712		KW-0010;KW-0025;KW-1268;KW-0175;KW-0963;KW-0217;KW-0221;KW-0225;KW-0238;KW-0991	non-enzyme	0	0
SOX9	P48436		KW-0002;KW-0007;KW-0010;KW-0221;KW-0225;KW-0238;KW-1017;KW-0539;KW-0597;KW-1267	non-enzyme	0	0
SPAG1	Q07617		KW-0002;KW-0025;KW-1186;KW-0963;KW-0278;KW-0342;KW-0378;KW-1012;KW-0547;KW-0597	non-enzyme	0	0
SPARC	P09486		KW-0002;KW-0084;KW-0106;KW-0186;KW-0903;KW-0225;KW-1015;KW-0272;KW-0325;KW-0479	non-enzyme	0	0
SPAST	Q9UBP0	5.6.1.1;5;.;6;1	KW-0002;KW-0021;KW-0024;KW-0877;KW-0025;KW-0067;KW-0131;KW-0132;KW-0966;KW-0963	non-enzyme	0	0
SPATA7	Q9P0W8		KW-0025;KW-0966;KW-0963;KW-0206;KW-0901;KW-1267;KW-1185;KW-0682;KW-0716;KW-0844	non-enzyme	0	0
SPEG				non-enzyme	0	1
SPEN	Q96T58		KW-0002;KW-0010;KW-0175;KW-0225;KW-0238;KW-0945;KW-0991;KW-0488;KW-0914;KW-0539	non-enzyme	0	0
SPG11	Q96JI7		KW-0002;KW-0025;KW-0036;KW-0966;KW-0144;KW-0963;KW-0890;KW-0523;KW-0622;KW-0539	non-enzyme	0	0
SPINK5				non-enzyme	0	1
SPINT2	O43291		KW-0002;KW-0025;KW-1003;KW-0963;KW-0903;KW-0225;KW-1015;KW-0325;KW-0472;KW-0646	non-enzyme	0	0
SPOP				non-enzyme	0	1
SPR	P35270	1.1.1.153;1;.;5;3	KW-0002;KW-0007;KW-0963;KW-0225;KW-1023;KW-0521;KW-0560;KW-0597;KW-1267;KW-1185	oxidoreductase	0	0
SPRED1	Q7Z699		KW-0002;KW-0007;KW-1003;KW-0225;KW-0449;KW-0472;KW-0488;KW-0539;KW-0564;KW-0597	non-enzyme	0	0
SPRTN	Q9H040	3.4.24.-	KW-0002;KW-0007;KW-0025;KW-0068;KW-0158;KW-0225;KW-0227;KW-0234;KW-0378;KW-1017	protease	0	0
SPTAN1	Q13813		KW-0002;KW-0007;KW-0117;KW-0009;KW-0025;KW-0106;KW-0112;KW-0963;KW-0206;KW-0903	non-enzyme	0	0
SPTBN1	Q01082		KW-0002;KW-0007;KW-0117;KW-0009;KW-0025;KW-0112;KW-1003;KW-0963;KW-0206;KW-0225	non-enzyme	0	0
SPTBN2	O15020		KW-0002;KW-0007;KW-0117;KW-0009;KW-0025;KW-0963;KW-0206;KW-0225;KW-0523;KW-0597	non-enzyme	0	0
SPTBN4	Q9H254		KW-0117;KW-0009;KW-0025;KW-0963;KW-0206;KW-0209;KW-0225;KW-0622;KW-1267;KW-1185	non-enzyme	0	0
SRC	P12931	2.7.10.2;2;.;7;1;0	KW-0002;KW-0025;KW-0067;KW-0130;KW-0131;KW-0965;KW-1003;KW-0963;KW-0206;KW-0225	kinase	0	0
SRCAP				non-enzyme	0	1
SRD5A2	P31213	1.3.1.22;1;.;3;2	KW-0002;KW-0221;KW-0225;KW-0256;KW-0443;KW-0472;KW-0492;KW-0521;KW-0560;KW-1267	oxidoreductase	0	0
SRD5A3				non-enzyme	0	1
SRRM2				non-enzyme	0	1
SRY	Q05066		KW-0002;KW-0007;KW-0010;KW-0013;KW-0112;KW-0160;KW-0963;KW-0221;KW-0225;KW-0238	non-enzyme	0	0
ST14	Q9Y5Y6	3.4.21.109;3;.;4;2;1;0;9	KW-0002;KW-0225;KW-1015;KW-0325;KW-0378;KW-1063;KW-0977;KW-0472;KW-0645;KW-1267	protease	0	0
ST3GAL5	Q9UNP4	2.4.3.9;2;.;4;3;9	KW-0025;KW-1015;KW-0887;KW-0325;KW-0328;KW-0333;KW-0991;KW-0443;KW-0472;KW-1267	non-enzyme	0	0
STAC3	Q96MF2		KW-0002;KW-0025;KW-1003;KW-0963;KW-0225;KW-0472;KW-0479;KW-1267;KW-1185;KW-0677	non-enzyme	0	0
STAG1	Q8WVM7		KW-0002;KW-0025;KW-0131;KW-0132;KW-0137;KW-0158;KW-0159;KW-0225;KW-0991;KW-1017	non-enzyme	0	0
STAG2	Q8N3U4		KW-0002;KW-0007;KW-0025;KW-0131;KW-0132;KW-0137;KW-0158;KW-0159;KW-0225;KW-0370	non-enzyme	0	0
STAMBP	O95630	3.4.19.-	KW-0002;KW-0025;KW-0963;KW-0225;KW-0967;KW-0378;KW-0472;KW-0479;KW-0482;KW-0539	protease	0	0
STAR	P49675		KW-0002;KW-0954;KW-0225;KW-0445;KW-0446;KW-0472;KW-0496;KW-1000;KW-0597;KW-1267	non-enzyme	0	0
STAT2	P52630		KW-0002;KW-0010;KW-0025;KW-0051;KW-0963;KW-0903;KW-0225;KW-0238;KW-0945;KW-0539	non-enzyme	0	0
STAT5B	P51692		KW-0002;KW-0010;KW-0963;KW-0225;KW-0238;KW-0242;KW-0539;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
STIL	Q15468		KW-0002;KW-0007;KW-0025;KW-0160;KW-0963;KW-0206;KW-0217;KW-0225;KW-0991;KW-0597	non-enzyme	0	0
