gene	mechanism	mechanism_3class	P_GOF_lr_full	P_DN_lr_full	P_LOF_lr_full	pred_class_lr_full
MAP2K2	GOF	GOF	0.33054538536761174	0.17102578790171313	0.4984288267306752	LOF
MAP3K1	LOF	LOF	0.5831861576064582	0.3342436172245295	0.08257022516901227	GOF
MAPK8IP3	LOF	LOF	0.4375878125470087	0.3414700557804904	0.220942131672501	GOF
MAPKAPK5	LOF	LOF	0.3696437686586545	0.20722929367846618	0.42312693766287945	LOF
MARVELD2	LOF	LOF	0.072692531939596	0.04347059316468576	0.8838368748957183	LOF
MASP1	LOF	LOF	0.01579820801546882	0.09415938780794124	0.89004240417659	LOF
MAT1A	LOF	LOF	0.37496471939134585	0.3921511441962011	0.23288413641245298	DN
MAX	LOF	LOF	0.19160998257440084	0.4703523282175041	0.33803768920809496	DN
MBD5	LOF	LOF	0.0749919044547396	0.008298627138635634	0.9167094684066248	LOF
MBOAT7	LOF	LOF	0.3838273779602022	0.3055854746015214	0.31058714743827626	GOF
MBTPS2	LOF	LOF	0.2560131924451837	0.05126794744630852	0.6927188601085077	LOF
MC2R	LOF	LOF	0.47208229042390176	0.2340260859544716	0.29389162362162646	GOF
MCCC1	LOF	LOF	0.13854450113585923	0.27219138637141704	0.5892641124927236	LOF
MCCC2	LOF	LOF	0.27229389092610246	0.3833572456737757	0.3443488634001218	DN
MCEE	LOF	LOF	0.021845941491411527	0.021054964012264046	0.9570990944963244	LOF
MCM5	AR					
MCOLN1	AR					
MCPH1	AR					
MDH1	AR					
MDH2	AR					
MECOM	GOF	GOF	0.24193193612210642	0.23606887866849188	0.5219991852094017	LOF
MECP2	LOF	LOF	0.07861282365576594	0.0002833365939361319	0.921103839750298	LOF
MECR	AR					
MED12	LOF	LOF	0.07366622555857326	0.0001513203679793194	0.9261824540734475	LOF
MED13	LOF	LOF	0.5212648242814951	0.2693609781633136	0.20937419755519124	GOF
MED13L	LOF	LOF	0.3518456190679471	0.1468374362206882	0.5013169447113647	LOF
MED23	AR					
MED27	LOF	LOF	0.27051321710547854	0.12058329390603846	0.608903488988483	LOF
MEF2C	HI	LOF	0.08755299681910303	0.002634903653341365	0.9098120995275557	LOF
MEFV	LOF	LOF	0.5197897133885729	0.3674985276695773	0.11271175894184983	GOF
MEGF10	LOF	LOF	0.2960500065270838	0.45503090975683663	0.24891908371607963	DN
MEGF8	LOF	LOF	0.22980009526244935	0.2996503715375475	0.4705495332000032	LOF
MEIS2	LOF	LOF	0.27448687071727024	0.40017312388183873	0.32534000540089103	DN
MEN1	HI	LOF	0.25367466227275576	0.18681349385542415	0.5595118438718201	LOF
MEOX1	LOF	LOF	0.11777195774881104	0.1507524627809225	0.7314755794702665	LOF
MERTK	AR					
MESD	LOF	LOF	0.02133055302273285	0.23228879730422444	0.7463806496730427	LOF
MESP2	LOF	LOF	0.0022836266963128507	0.001510797411446999	0.9962055758922402	LOF
MET	AR					
METTL23	LOF	LOF	0.002866058005904089	0.0014437889250140216	0.9956901530690819	LOF
METTL5	LOF	LOF	0.2450036160904435	0.08601601284811317	0.6689803710614434	LOF
MFF	LOF	LOF	0.07875991032388363	0.14045128024752856	0.7807888094285879	LOF
MFRP	LOF	LOF	0.20202501216472538	0.4255966998690792	0.37237828796619543	DN
MFSD8	LOF	LOF	0.19274015527830937	0.05702862154897169	0.7502312231727188	LOF
MGAT2	AR					
MGME1	AR					
MGP	LOF	LOF	0.017016779822394093	0.05657334131773793	0.9264098788598679	LOF
MICU1	AR					
MID1	LOF	LOF	0.06220115605315997	0.20017445129542477	0.7376243926514153	LOF
MIP	DN	DN	0.2331011066264227	0.08095777240100635	0.685941120972571	LOF
MIR17HG	LOF	LOF	0.0005927161415319494	2.8972742995614906e-05	0.9993783111154725	LOF
MITF	LOF	LOF	0.13348017158242056	0.24746581234402332	0.619054016073556	LOF
MKKS	LOF	LOF	0.34824895729559463	0.15311299686303115	0.49863804584137417	LOF
MKS1	LOF	LOF	0.22133496317612197	0.10610891442097392	0.672556122402904	LOF
MLC1	LOF	LOF	0.24330385920000094	0.23445959006179137	0.5222365507382076	LOF
MLH1	LOF	LOF	0.05428684858457361	0.0738555280475345	0.8718576233678919	LOF
MLPH	AR					
MLYCD	AR					
MMAA	AR					
MMAB	AR					
MMACHC	AR					
MMADHC	AR					
MMP2	AR					
MMP20	AR					
MMP21	LOF	LOF	0.25584882741598847	0.26862568361315614	0.4755254889708554	LOF
MMUT	AR					
MN1	LOF	LOF	0.061614646026703496	0.10802440304954561	0.8303609509237508	LOF
MNX1	LOF	LOF	0.2339924422599556	0.08938065044646969	0.6766269072935747	LOF
MOCS1	LOF	LOF	0.13043154646543267	0.12259697174187192	0.7469714817926955	LOF
MOCS2	AR					
MOGS	AR					
MORC2	GOF	GOF	0.44842498834172106	0.3392833340560365	0.2122916776022423	GOF
MPDU1	LOF	LOF	0.2880378133472671	0.20311554628227163	0.5088466403704613	LOF
MPI	LOF	LOF	0.1383191998318812	0.24303291771773028	0.6186478824503886	LOF
MPLKIP	LOF	LOF	0.008635128562931391	0.029870232413567673	0.961494639023501	LOF
MPO	AR					
MPV17	LOF	LOF	0.1751457694321254	0.34403494558514336	0.4808192849827313	LOF
MRAP	LOF	LOF	0.007663551535844022	0.018330105454371887	0.9740063430097841	LOF
MRAS	GOF	GOF	0.26370635394658115	0.6219254932224884	0.11436815283093048	DN
MRE11	AR					
MRPL3	AR					
MRPL44	AR					
MRPS14	AR					
MRPS2	AR					
MRPS22	AR					
MRPS23	AR					
MRPS28	AR					
MRPS34	LOF	LOF	0.04944081267844055	0.17051332703324842	0.780045860288311	LOF
MRPS7	AR					
MSH2	LOF	LOF	0.012974813749758193	0.11127824364111549	0.8757469426091262	LOF
MSH6	LOF	LOF	0.006919332057248897	0.13918089816172222	0.8538997697810289	LOF
MSL2	LOF	LOF	0.4207181981593481	0.43711036231047057	0.14217143953018138	DN
MSL3	LOF	LOF	0.03506659015363393	0.015153841081436758	0.9497795687649294	LOF
MSRB3	AR					
MSX1	HI	LOF	0.14372454040228586	0.030175446093111628	0.8261000135046025	LOF
MSX2	LOF	LOF	0.3167853883899328	0.02644264510165658	0.6567719665084106	LOF
MT-TP	LOF	LOF	0.002284279895233669	0.0004142046518930006	0.9973015154528734	LOF
MTAP	LOF	LOF	0.012971079905307383	0.028767386214705162	0.9582615338799874	LOF
MTFMT	LOF	LOF	0.047672906661353015	0.0349248348238279	0.9174022585148192	LOF
MTHFD1	AR					
MTHFR	AR					
MTHFS	AR					
MTM1	LOF	LOF	0.15379711812026045	0.04647887538502439	0.7997240064947151	LOF
MTMR2	AR					
MTO1	LOF	LOF	0.012367292966630094	0.007238760135996403	0.9803939468973735	LOF
MTOR	GOF	GOF	0.5905995693200846	0.3446632661227751	0.06473716455714032	GOF
MTR	AR					
MTRFR	LOF	LOF	0.001902904405926028	0.0020932306464796877	0.9960038649475943	LOF
MTRR	AR					
MTTP	AR					
MUSK	AR					
MUTYH	AR					
MVK	LOF	LOF	0.3677712936692936	0.31874275610909863	0.3134859502216077	GOF
MYBPC1	LOF	LOF	0.41250133575333525	0.40362084299935247	0.18387782124731228	GOF
MYBPC3	LOF	LOF	0.2181164665672847	0.18121263664023546	0.6006708967924799	LOF
MYCN	LOF	LOF	0.09925054626516742	0.48655267907043354	0.4141967746643991	DN
MYF5	LOF	LOF	0.20417118555768216	0.37465792442139595	0.421170890020922	LOF
MYH3	LOF	LOF	0.45378807432396795	0.4712796660733639	0.07493225960266808	DN
MYH8	LOF	LOF	0.4584503192988862	0.45828497672977553	0.0832647039713383	GOF
MYH9	DN	DN	0.44596108719271227	0.5138441372606461	0.0401947755466415	DN
MYL1	AR					
MYLK	LOF	LOF	0.12512799469154323	0.33196700317672434	0.5429050021317325	LOF
MYO15A	LOF	LOF	0.20204970534685798	0.5648585029943233	0.2330917916588187	DN
MYO18B	LOF	LOF	0.01828246983199058	0.03888080233612267	0.9428367278318868	LOF
MYO5A	LOF	LOF	0.4431076035881676	0.47081626978099306	0.0860761266308394	DN
MYO5B	AR					
MYO7A	LOF	LOF	0.2571252607082232	0.3456658906969239	0.39720884859485284	LOF
MYOC	DN	DN	0.36642612320720175	0.3209319596251468	0.31264191716765144	GOF
MYOCD	LOF	LOF	0.23185716130318462	0.37577143617985154	0.3923714025169638	LOF
MYPN	LOF	LOF	0.09935750830238456	0.13688925988790465	0.7637532318097108	LOF
MYRF	LOF	LOF	0.41180810131275036	0.46863207085166564	0.119559827835584	DN
MYT1L	HI	LOF	0.28981041896583337	0.22260782248550715	0.48758175854865954	LOF
NAA10	LOF	LOF	0.10985487645839112	0.09233325942270669	0.7978118641189023	LOF
NAA15	LOF	LOF	0.13713651033817886	0.3455083124428889	0.5173551772189322	LOF
NACC1	GOF	GOF	0.4347728412775161	0.35899477427841403	0.20623238444406997	GOF
NADSYN1	AR					
NAGA	AR					
NAGLU	LOF	LOF	0.14504406307207357	0.2371502624640461	0.6178056744638802	LOF
NAGS	AR					
NALCN	LOF	LOF	0.43909595816629116	0.4098103485050529	0.151093693328656	GOF
NANS	LOF	LOF	0.11392331057586544	0.41373476060057235	0.47234192882356213	LOF
NAPB	LOF	LOF	0.14392740626609205	0.33963096373370866	0.5164416300001993	LOF
NARS1	LOF	LOF	0.04537975122606198	0.2607702733716005	0.6938499754023374	LOF
NARS2	LOF	LOF	0.29105153836819986	0.12711231796705597	0.5818361436647441	LOF
NAXD	LOF	LOF	0.04969635596169291	0.12742620133216437	0.8228774427061427	LOF
NAXE	AR					
NBAS	LOF	LOF	0.12441631191988865	0.2076954264761243	0.6678882616039871	LOF
NBEA	LOF	LOF	0.3657816611128169	0.3670376290578508	0.2671807098293324	DN
NBN	LOF	LOF	0.017280304069952103	0.01741106081496422	0.9653086351150837	LOF
NCF1	AR					
NCF2	AR					
NCF4	AR					
NDE1	LOF	LOF	0.01341887744278569	0.01341908565071334	0.9731620369065008	LOF
NDNF	LOF	LOF	0.16820068284484735	0.3792182919720303	0.4525810251831224	LOF
NDP	LOF	LOF	0.30326220273699683	0.030731181420364014	0.6660066158426393	LOF
NDST1	AR					
NDUFA1	LOF	LOF	0.8277690966095443	0.0015676224653351247	0.17066328092512062	GOF
NDUFA10	AR					
NDUFA12	LOF	LOF	0.25776393331176867	0.4160466151234147	0.3261894515648167	DN
NDUFA13	AR					
NDUFA2	AR					
NDUFA6	LOF	LOF	0.20880882936819217	0.2980027986254153	0.4931883720063925	LOF
NDUFA8	LOF	LOF	0.26063289898792086	0.4138528142140856	0.32551428679799355	DN
NDUFA9	AR					
NDUFAF2	LOF	LOF	0.012846489032524907	0.015805340385905187	0.9713481705815699	LOF
NDUFAF8	LOF	LOF	0.013169116855301456	0.02182018071385816	0.9650107024308405	LOF
NDUFB11	LOF	LOF	0.1465979030902322	0.014638686949925307	0.8387634099598426	LOF
NDUFB3	AR					
NDUFB8	AR					
NDUFB9	AR					
NDUFS1	AR					
NDUFS2	AR					
NDUFS3	AR					
NDUFS4	AR					
NDUFS6	AR					
NDUFS7	AR					
NDUFS8	AR					
NDUFV1	AR					
NDUFV2	AR					
NEB	LOF	LOF	0.36084273804902317	0.2720950663197136	0.3670621956312632	LOF
NECTIN4	AR					
NEK1	LOF	LOF	0.2401695991889979	0.08737799015621543	0.6724524106547866	LOF
NEK8	LOF	LOF	0.31448685773988816	0.20287285892242704	0.4826402833376848	LOF
NEU1	LOF	LOF	0.20300397469190432	0.30500283732140016	0.4919931879866955	LOF
NEXMIF	LOF	LOF	0.007690597488140909	4.808344933427689e-05	0.9922613190625248	LOF
NF1	LOF	LOF	0.555146080731364	0.17097943765506055	0.27387448161357547	GOF
NF2	HI	LOF	0.13396555302950655	0.2588805305996361	0.6071539163708575	LOF
NFASC	AR					
NFE2L2	GOF	GOF	0.3525503884614683	0.3470691003292838	0.300380511209248	GOF
NFIA	LOF	LOF	0.2761705668669311	0.2683703129436193	0.4554591201894495	LOF
NFIB	LOF	LOF	0.2980981772735729	0.23692712486494544	0.4649746978614816	LOF
NFIX	LOF	LOF	0.28173096397298375	0.3604214173807794	0.35784761864623693	DN
NFU1	AR					
NGF	AR					
NGLY1	AR					
NHLRC2	AR					
NHS	LOF	LOF	0.10495619666687557	0.01943243623336968	0.8756113670997547	LOF
NIPAL4	LOF	LOF	0.209089305856767	0.2614250228006965	0.5294856713425364	LOF
NIPBL	HI	LOF	0.0801911701513206	0.001015765600414029	0.9187930642482653	LOF
NKX2-1	LOF	LOF	0.4336944838443709	0.3879309002247474	0.1783746159308817	GOF
NKX2-5	DN	DN	0.30980887007171554	0.1939894891543955	0.49620164077388895	LOF
NKX3-2	LOF	LOF	0.00849154850467644	0.05352785106180132	0.9379806004335223	LOF
NKX6-2	LOF	LOF	0.434612076333822	0.12668166296152356	0.4387062607046544	LOF
NLGN3	LOF	LOF	0.6885488636110925	0.05262373630594642	0.2588274000829612	GOF
NLGN4X	LOF	LOF	0.3231161778956864	0.04942467781580714	0.6274591442885066	LOF
NLRP2	LOF	LOF	0.09767649977084228	0.2770453147527098	0.6252781854764479	LOF
NLRP3	GOF	GOF	0.41639282535419986	0.4040221386683845	0.17958503597741562	GOF
NMNAT1	AR					
NNT	AR					
NOD2	GOF	GOF	0.16455647681994334	0.26614436869946023	0.5692991544805963	LOF
NODAL	LOF	LOF	0.04874444112642497	0.02063943490415771	0.9306161239694174	LOF
NOG	HI	LOF	0.1612301381247747	0.2561528532631612	0.5826170086120641	LOF
NONO	LOF	LOF	0.06863047449445676	0.10320074522982998	0.8281687802757132	LOF
NOTCH1	LOF	LOF	0.34005420355292404	0.35079726974203723	0.3091485267050389	DN
NOTCH2	GOF	GOF	0.6723590637244347	0.2619086071737037	0.06573232910186161	GOF
NOTCH3	GOF	GOF	0.32951978036863916	0.29991505988790595	0.37056515974345483	LOF
NPC1	AR					
NPC2	AR					
NPHP1	LOF	LOF	0.03998882676130549	0.02159620911326527	0.9384149641254292	LOF
NPHP3	LOF	LOF	0.22878611689460332	0.14184420176906692	0.6293696813363298	LOF
NPHP4	LOF	LOF	0.13206088661074833	0.09492792195203381	0.7730111914372177	LOF
NPHS1	LOF	LOF	0.21104659927147998	0.1680695213566172	0.6208838793719027	LOF
NPHS2	LOF	LOF	0.23792752731942204	0.43880555331753385	0.323266919363044	DN
NPR2	LOF	LOF	0.41245515433931557	0.4793529497467523	0.10819189591393202	DN
NPR3	LOF	LOF	0.10706542711962708	0.2023565484683038	0.6905780244120691	LOF
NPRL2	LOF	LOF	0.2916487562981585	0.16616549869253405	0.5421857450093074	LOF
NPRL3	LOF	LOF	0.054428331517608224	0.05548284022311156	0.8900888282592802	LOF
NR0B1	LOF	LOF	0.15766161454828403	0.0002563270900726144	0.8420820583616433	LOF
NR2E3	LOF	LOF	0.4150894248218986	0.22740288039769965	0.3575076947804018	GOF
NR2F1	LOF	LOF	0.3520472027727353	0.2708596955545738	0.3770931016726909	LOF
NR2F2	LOF	LOF	0.6608783360993007	0.3195999583232487	0.019521705577450546	GOF
NR3C1	DN	DN	0.3528696506064943	0.39245234990515043	0.25467799948835523	DN
NR3C2	DN	DN	0.33700373504985465	0.2075645087662984	0.4554317561838469	LOF
NR4A2	LOF	LOF	0.27941942621304466	0.28574079654676177	0.4348397772401935	LOF
NR5A1	DN	DN	0.25072493978284227	0.19732171171106344	0.5519533485060942	LOF
NRAS	GOF	GOF	0.5069063204290079	0.4415143146381909	0.05157936493280114	GOF
NRL	LOF	LOF	0.4618902837025595	0.1498157836276452	0.38829393266979534	GOF
NRROS	LOF	LOF	0.2055039384546052	0.3129679838399672	0.48152807770542766	LOF
NRXN1	LOF	LOF	0.08571589325616623	0.5674302368236237	0.3468538699202102	DN
NSD1	HI	LOF	0.41635982232137586	0.2279869864196774	0.35565319125894673	GOF
NSD2	LOF	LOF	0.2806461286985644	0.36643537851937164	0.352918492782064	DN
NSDHL	LOF	LOF	0.23210310054822464	0.0007384807322243041	0.7671584187195511	LOF
NSMCE3	AR					
NSRP1	LOF	LOF	0.009379832399801532	0.0234533813232637	0.9671667862769346	LOF
NT5C3A	AR					
NT5E	AR					
NTHL1	LOF	LOF	0.012124653376113775	0.013133482598736779	0.9747418640251494	LOF
NTNG2	AR					
NTRK1	AR					
NUBPL	LOF	LOF	0.09214590935547157	0.21921108033660694	0.6886430103079216	LOF
NUDT2	LOF	LOF	0.08836745480639392	0.15684468923426306	0.7547878559593432	LOF
NUP107	AR					
NUP133	AR					
NUP188	LOF	LOF	0.07190751138397666	0.07380880623243291	0.8542836823835904	LOF
NUP214	LOF	LOF	0.20550320854890522	0.39325678483109733	0.4012400066199975	LOF
NUP62	AR					
NUS1	LOF	LOF	0.05278151943416955	0.06198006506974077	0.8852384154960896	LOF
NYX	LOF	LOF	0.2499484253156953	0.04081211083923782	0.7092394638450669	LOF
OAT	AR					
OBSL1	LOF	LOF	0.03326881854513533	0.038890658505902266	0.9278405229489624	LOF
OCA2	LOF	LOF	0.20668564238676573	0.12812780167113397	0.6651865559421003	LOF
OCLN	LOF	LOF	0.41132585095429747	0.3466778204614116	0.2419963285842909	GOF
OCRL	LOF	LOF	0.05945127586690427	0.018561642578093715	0.9219870815550021	LOF
ODAD1	LOF	LOF	0.0017006321197338282	0.0022836128506347757	0.9960157550296314	LOF
ODAD2	LOF	LOF	0.0017509295755711056	0.001862898047839327	0.9963861723765897	LOF
ODAD3	LOF	LOF	0.0010050111945304283	0.001562674445628497	0.9974323143598411	LOF
ODAD4	LOF	LOF	0.003015314629170881	0.0028870313707405793	0.9940976540000885	LOF
ODC1	GOF	GOF	0.12680542023212363	0.0678638812521224	0.805330698515754	LOF
OFD1	LOF	LOF	0.07258927870147006	0.00013525083608110299	0.9272754704624488	LOF
OGT	LOF	LOF	0.2916750957955606	0.11224451153918645	0.5960803926652529	LOF
ONECUT1	LOF	LOF	0.09156130097007069	0.13281152926206594	0.7756271697678634	LOF
OPA1	LOF	LOF	0.32645703354661576	0.4548775401822843	0.21866542627109994	DN
OPA3	LOF	LOF	0.42062185569715543	0.07199403062589407	0.5073841136769505	LOF
OPHN1	LOF	LOF	0.03445450945103798	0.01590535126429815	0.9496401392846638	LOF
OPN1LW	LOF	LOF	0.4885980439194689	0.141580782041453	0.369821174039078	GOF
ORC1	AR					
ORC4	AR					
ORC6	AR					
OSGEP	AR					
OTC	LOF	LOF	0.19779247677596737	0.07767980237813332	0.7245277208458994	LOF
OTOF	LOF	LOF	0.3916323410474404	0.24255762657598937	0.36581003237657034	GOF
OTOGL	LOF	LOF	0.007885136867235062	0.030143506339028445	0.9619713567937366	LOF
OTUD6B	LOF	LOF	0.14094829355883878	0.10671125397188559	0.7523404524692755	LOF
OTULIN	AR					
OTX2	DN	DN	0.19077286242170594	0.4894935954169139	0.3197335421613802	DN
OXCT1	AR					
OXR1	LOF	LOF	0.15027696465443957	0.32100700158304674	0.5287160337625137	LOF
P3H1	LOF	LOF	0.006490593431364995	0.016997905314469288	0.9765115012541657	LOF
P3H2	LOF	LOF	0.004070655218994093	0.010310744627689982	0.9856186001533158	LOF
P4HTM	AR					
PACS1	GOF	GOF	0.6429062637107062	0.30478796688968746	0.05230576939960641	GOF
PADI3	AR					
PAFAH1B1	HI	LOF	0.1501035605102475	0.27400228764366963	0.575894151846083	LOF
PAH	AR					
PAK1	GOF	GOF	0.4693876645642175	0.4404637159526967	0.09014861948308582	GOF
PAK3	GOF	GOF	0.21944392338078048	0.2977576964492516	0.48279838016996796	LOF
PALB2	LOF	LOF	0.03888469424651727	0.04100226822447851	0.9201130375290042	LOF
PANK2	AR					
PAPSS2	AR					
PARK7	AR					
PARN	LOF	LOF	0.21968568596445284	0.304921064935094	0.4753932491004531	LOF
PAX1	LOF	LOF	0.128843334569649	0.21676268271517093	0.6543939827151799	LOF
PAX2	HI	LOF	0.24905141832337743	0.3836566554844732	0.36729192619214934	DN
PAX3	LOF	LOF	0.1928608215646855	0.476439070604202	0.3307001078311124	DN
PAX6	HI	LOF	0.38723320022778146	0.5294193662671499	0.08334743350506858	DN
PAX8	DN	DN	0.32222910580568415	0.3626024211084956	0.31516847308582024	DN
PAX9	LOF	LOF	0.24314195403309613	0.37331515045579355	0.3835428955111103	LOF
PBX1	HI	LOF	0.3467153769768765	0.3734171373113584	0.27986748571176506	DN
PC	AR					
PCARE	LOF	LOF	0.006704801890477964	0.034005598573321395	0.9592895995362006	LOF
PCBD1	AR					
PCCA	AR					
PCCB	LOF	LOF	0.2504032521853932	0.3750989199803304	0.37449782783427643	DN
PCDH12	LOF	LOF	0.2262792212347959	0.280009090198318	0.49371168856688613	LOF
PCDH15	LOF	LOF	0.17597082076167583	0.3383683363496731	0.4856608428886511	LOF
PCDH19	LOF	LOF	0.2465795953501327	0.14942316496185792	0.6039972396880094	LOF
PCGF2	GOF	GOF	0.14219923546343233	0.22295371276474	0.6348470517718278	LOF
PCK1	AR					
PCNA	AR					
PCNT	LOF	LOF	0.2585302313824642	0.3602922429927216	0.38117752562481416	LOF
PCSK9	GOF	GOF	0.1252796817983414	0.3843760893481935	0.49034422885346507	LOF
PCYT1A	AR					
PCYT2	AR					
PDCD10	LOF	LOF	0.11674346025177733	0.26383607112154944	0.6194204686266732	LOF
PDE4D	DN	DN	0.5173152349563397	0.430132532949329	0.05255223209433129	GOF
PDE6A	LOF	LOF	0.40539751628632587	0.39994283601360886	0.19465964770006533	GOF
PDE6B	GOF	GOF	0.41056862780365666	0.37332235760115623	0.21610901459518708	GOF
PDE6C	AR					
PDE6G	LOF	LOF	0.22486244384244225	0.2788856051678489	0.4962519509897089	LOF
PDE6H	LOF	LOF	0.4699319006856614	0.11722959988337203	0.4128384994309667	GOF
PDGFRA	GOF	GOF	0.7722033839444022	0.17971753725344095	0.04807907880215681	GOF
PDGFRB	GOF	GOF	0.458059254047241	0.4858765875261627	0.05606415842659632	DN
PDHA1	LOF	LOF	0.14927751808944828	0.06634172715286313	0.7843807547576886	LOF
PDHB	AR					
PDHX	LOF	LOF	0.13465833309345404	0.22546752211177262	0.6398741447947733	LOF
PDSS2	LOF	LOF	0.141746519918158	0.058015332969875065	0.800238147111967	LOF
PDX1	AR					
PDXK	AR					
PDYN	DN	DN	0.29172517189670266	0.4889994557040252	0.21927537239927217	DN
PDZD7	LOF	LOF	0.1556588627567745	0.34035133985520327	0.5039897973880223	LOF
PEPD	AR					
PET100	LOF	LOF	0.2512100299294964	0.34991587218722126	0.3988740978832824	LOF
PEX1	LOF	LOF	0.2735337330948421	0.22208864347226837	0.5043776234328895	LOF
PEX10	LOF	LOF	0.3405863336886679	0.08062447844508283	0.5787891878662493	LOF
PEX11B	LOF	LOF	0.01956367283814072	0.02080420434119289	0.9596321228206665	LOF
PEX12	LOF	LOF	0.3601558851301411	0.06504972294093464	0.5747943919289243	LOF
PEX13	AR					
PEX14	LOF	LOF	0.04812235264661049	0.04871065529175354	0.9031669920616361	LOF
PEX16	LOF	LOF	0.06537935369581381	0.11877603583049787	0.8158446104736884	LOF
PEX19	LOF	LOF	0.18037197932001783	0.27619956192555106	0.543428458754431	LOF
PEX2	LOF	LOF	0.3201766692487201	0.11291452535214358	0.5669088053991364	LOF
PEX26	LOF	LOF	0.017699942218200572	0.14403860110795694	0.8382614566738426	LOF
PEX3	AR					
PEX5	AR					
PEX6	LOF	LOF	0.3168665271594919	0.276558695948231	0.40657477689227717	LOF
PEX7	LOF	LOF	0.29578183748389786	0.21320852613632288	0.4910096363797792	LOF
PFKM	AR					
PGAM2	AR					
PGAP1	LOF	LOF	0.05533226126839785	0.03095052665703013	0.913717212074572	LOF
PGAP2	LOF	LOF	0.2751165381077999	0.16773177182252316	0.557151690069677	LOF
PGAP3	LOF	LOF	0.1194555652614195	0.06586461446769336	0.8146798202708873	LOF
PGK1	LOF	LOF	0.07905214033029258	0.15189009286928382	0.7690577668004236	LOF
PGM1	AR					
PGM2L1	LOF	LOF	0.15839406133231312	0.23679002148834638	0.6048159171793405	LOF
PGM3	AR					
PHACTR1	DN	DN	0.3386121826237933	0.520289776483107	0.14109804089309966	DN
PHEX	LOF	LOF	0.24702870854894304	0.0004930515786966766	0.7524782398723603	LOF
PHF12	LOF	LOF	0.14732171273640188	0.01875911861633488	0.8339191686472632	LOF
PHF21A	LOF	LOF	0.10589385688509738	0.0163761441683867	0.8777299989465159	LOF
PHF6	LOF	LOF	0.09240165715825023	0.0641646306560791	0.8434337121856706	LOF
PHF8	LOF	LOF	0.03167652699276794	0.00023320261871904603	0.9680902703885131	LOF
PHGDH	AR					
PHIP	LOF	LOF	0.2777709606003334	0.251276731823549	0.47095230757611767	LOF
PHKG2	AR					
PHOX2A	LOF	LOF	0.16910286289352636	0.469058326453683	0.3618388106527906	DN
PHOX2B	DN	DN	0.11483387174677381	0.5023250125829622	0.38284111567026397	DN
PHYH	AR					
PI4KA	AR					
PIBF1	LOF	LOF	0.057542014796161424	0.06355513778651724	0.8789028474173214	LOF
PIDD1	LOF	LOF	0.1098169376890241	0.30835654813576374	0.5818265141752121	LOF
PIEZO1	LOF	LOF	0.0168977963102518	0.0866132209091632	0.896488982780585	LOF
PIEZO2	LOF	LOF	0.019745587357539143	0.053119372389251344	0.9271350402532095	LOF
PIGA	LOF	LOF	0.15859007239171358	0.021155408054388817	0.8202545195538976	LOF
PIGB	LOF	LOF	0.27940573175977557	0.12708944191606542	0.5935048263241589	LOF
PIGG	LOF	LOF	0.37099300820901615	0.15008000980951863	0.4789269819814653	LOF
PIGH	LOF	LOF	0.35221441489370253	0.10619788234012809	0.5415877027661695	LOF
PIGK	LOF	LOF	0.2797374036826866	0.1140159346560016	0.6062466616613117	LOF
PIGL	LOF	LOF	0.18427503171279006	0.10890866986633459	0.7068162984208755	LOF
PIGN	LOF	LOF	0.4043910523538231	0.03959279801761404	0.5560161496285628	LOF
PIGO	LOF	LOF	0.1177769871432315	0.13385160434761123	0.7483714085091573	LOF
PIGS	LOF	LOF	0.21031104639339368	0.22929854673713082	0.5603904068694754	LOF
PIGV	LOF	LOF	0.11110360661231623	0.07610475282463108	0.8127916405630528	LOF
PIK3CA	GOF	GOF	0.5939025782815174	0.3718742171920734	0.034223204526409264	GOF
PIK3CD	GOF	GOF	0.4949150719549805	0.4520631275295372	0.05302180051548227	GOF
PIK3R2	GOF	GOF	0.3584870522367544	0.12397703703630035	0.5175359107269452	LOF
PIKFYVE	LOF	LOF	0.3128864804936186	0.2869307445398306	0.4001827749665508	LOF
PITX1	LOF	LOF	0.37795303387009094	0.525644495022833	0.09640247110707621	DN
PITX2	LOF	LOF	0.1893863573073238	0.4674048815610345	0.3432087611316416	DN
PITX3	LOF	LOF	0.5283767556853336	0.03423077401104654	0.4373924703036199	GOF
PJVK	LOF	LOF	0.23068691888890439	0.2754761818467387	0.4938368992643569	LOF
PKD1	HI	LOF	0.04982288906239258	0.3468229898039619	0.6033541211336455	LOF
PKD1L1	LOF	LOF	0.02556916111997572	0.015755853535552186	0.958674985344472	LOF
PKD2	HI	LOF	0.12985306359057305	0.17140812308658976	0.6987388133228373	LOF
PKHD1	LOF	LOF	0.24151673259689746	0.4180699586420141	0.3404133087610885	DN
PKP1	LOF	LOF	0.15724645616723384	0.39069412003634624	0.4520594237964199	LOF
PKP2	LOF	LOF	0.10613495402997775	0.07986192298322993	0.8140031229867922	LOF
PLA2G4A	AR					
PLA2G5	LOF	LOF	0.1403365428071243	0.11205321181482765	0.7476102453780481	LOF
PLA2G6	AR					
PLA2G7	AR					
PLAA	AR					
PLCB1	LOF	LOF	0.39787165808471625	0.3761909740109496	0.2259373679043341	GOF
PLCE1	AR					
PLCG2	GOF	GOF	0.3995817878815174	0.5045540705231257	0.09586414159535692	DN
PLD1	AR					
PLEC	LOF	LOF	0.03118414280237972	0.3952121399230627	0.5736037172745576	LOF
PLG	AR					
